GroundTruth,Prediction,CER,WER
"أن مهرجان هي "" مهرجان وودستوك للعقول "".","أن مهرجان هي ""مهرجان وود ستول للققول"".",0.1282051282051282,0.625
الأغراض التنموية  من  خلال المشاركة الشعبية الفاعلة ، وذلك بالإضافة إلى قدرتهـ,الاغراض التنموية من خلال المشاركة الشعبية الفاعلة، وذلك الإقاقة إلى قدرية,0.1282051282051282,0.5
وكان المال (كثرته) أيضا لعنة على رواية لندنستاني لجوتام مالكاني و دواية القرحى,وكان المال اكثرته) أيضاً لصنة على رواية لند نستاني لجوتاح ما لكاني ورواية القرمي,0.1282051282051282,0.7692307692307693
مشاكل صحية وبيئية ،و قد نشبت الحرائق  في حوالى موقعا ً تم تحديدها بصور,مشاكل صحية وبيئئية، وقد نشبت الحرائق في حوالي موققاً تم تحديدها يصور,0.12857142857142856,0.5333333333333333
ولم يكن من قبيل الصدفة ان تكون الدراسات الشعبية على يد الرومانسية ، في,ولم يكن من قبيل الصدفة ان يكون بداية الدراسات الشعبية علىايد الروماننسية ، في,0.12857142857142856,0.35714285714285715
وأراد سادة الإقطاع أن يستبقوا الفلاحين في أرضهم ، ويجعلوا عملهم مربحاً,وأرادساتة الإقطاع أا يستبقوا الفلاصين في أرضهم، ويججاوا عملهم مرجاً,0.12857142857142856,0.6666666666666666
في الإسلام و في الحياة و في المثل الجاهلية و فيه تعرض النواح فى الحياة,في الإسلاع وفي الحياه و في المثل الجاهلية وفيه تعرض لنواح فن الحياتها,0.12857142857142856,0.6
"لعرب الحيرة او الغساسنة أو عرب في. فهو في هذا الباب مثل ""عبيد بن شرية""","لعرب الحيرة اوالفساسئة أوعرب في . قهو في هذا الباب مثل ""عيدد بنشرية""",0.12857142857142856,0.6
أخيرا أقول لكم إن تيانجين وإن كانت مدينة ساحلية فإنك لا تراها من البحر,أخيرا أقول لكم إن نيانجين كدانت مدينة ساحية فإنك لاتراما من البحر,0.12857142857142856,0.42857142857142855
مروراً بالدنمارك الى دول البلطيق وادى الى دمار لبير # بالمناطق التي مر,مروراً فيإلر نمادك الىدول البلطيق وادى الى دمار لبير ب## بالمناطق التي مر,0.12857142857142856,0.3076923076923077
على بلاد العرب وعلى سكانها، وأطلق لذلك كتبة الاتين واليونان على  العرب,على بلإد العربه وعلى سكانها، وأطلف لذفق كتببة الأقين واليونان على العرب,0.12857142857142856,0.5384615384615384
للمناطق الجديدهـَ على أسماء مناطقة أو أمكنة الأم لما يشعر به من الحنين,للمناطقة الجديدةـ على أمسماء مناطقة أو أمكنته الأم لما يشعريه من الحنينه,0.12857142857142856,0.5384615384615384
اطوالها القصبات المدرجة والمتر الطولي بد ، منقاعدة الفروع حتى نهابتها.,اطوالها القجبات المدرجة والمتر الطولي بدء من قاعدة الفروع حتزنها يتها,0.12857142857142856,0.5454545454545454
تؤثر طببعة السطوح والاجسام (ملسا او خشنة) والوانها (فاتحة او داكنة) في,توثر حبعة السطوح والاجسام (ملسااوخشنة) والواتها (فائحة اوداكنه) في,0.12857142857142856,0.75
أنم قراءات اي ترجمات أخذت من التوراة ومن كتب الله الاخرى. وإذا,انم فراءاتسا اي نرحمات أحذت من التوراة ومن كتب الله الاخرى، وإذا,0.12903225806451613,0.4166666666666667
نموه  المؤسساتي و السياسي ، هاد فا بذلك إ لى بناء دولة عصرية .,نموه المؤسساتي والساسي ، مادفا بذلك إلى بناء دولة عصوية.,0.12903225806451613,0.6
الكرنية الحراربة المتجهه للارض مروداً بالغاف الجوي وبهذا تساهم,الكونية الحرارية المتجهة للارض مرووا بالغلاف الجوي وهذا تتساهم,0.12903225806451613,0.7777777777777778
الأساطير والخرافات والمبالغات .,الأساطيد والحزافات والمبالغات.,0.12903225806451613,1.0
فيه للتعيش به وتصريفه في الأسواق،كما جعلتهم أصحاب ضيافة،يقدمون,فيه للتعيش به وتصريفه في الأسواق، ها جعلتهم اصحان منافة، بقدمون,0.12903225806451613,0.5555555555555556
وكانت  تدفأ  من  وسطها  من موقد يحرق فيه الخشب  وظلت الدار  من,وكانت تدفأ من وسطها من موقد يحرق فيه الخشب وظلت الرار مي,0.12903225806451613,0.4444444444444444
المعنيه بتغير المناخ والذي اعدته الوكاله الاوربيه للبيئه والمكتب الاوربي لمنظمه الصحه العلميه,المعنيه بتغير المناغ والذي أعدته الوكاله الاوربيد لليئك والمكبب الاوروي لمنظه و الصحة العلمية,0.12903225806451613,0.7692307692307693
وهو رجل حقق بالفعل ثروة من بيع الكتب عن طريق الانترنت عالميا .,وهو رجل حتقق بالغعل ثروة من بيع الكثب عن طريق الاشرتت عايميا.,0.12903225806451613,0.46153846153846156
"يقال له ""بئر الحسنية"" فيه بئر يبلغ عمقها ""129"" قدما ، وقد حفرت","يقار له ""بير الحسنية""فيه ئير يبلغ عمقها ""19 ""قدما ، وقد حفرت",0.12903225806451613,0.5384615384615384
بخصوص متوسط قطر تاج الشجره ، من الواضح أنه كان متقارب جدا خلال أعوام الدراسه عن الصنف,نخصوص متوسط قطر باج اللتجره، من الوامخ أنه كان متلاربة جدا ملال أعوالم الدراسه عن الصنف,0.12941176470588237,0.47058823529411764
أن تحدث ويأتي الإرتباط لتحديد مدى إمكانية توقع الإحساس,ان تحدث وياتي الإرتباط لحديد مدى إمكادية توقع الإجساد),0.12962962962962962,0.5555555555555556
ينطلق اساسـا من المشكلة الاقتصـاديه والتنافس على الرزق,ينطلق اساسامن المشكملة الاقتصاريه والتنافس على الززف,0.12962962962962962,0.625
المرتفعات، أصلحوا تربتها،و ذلك لحصر مياه المطر عند نزوله،ضماناً لدخوله التربة,المرتفعات . أصدحوا تربذها، وذلك لحصر مياه المطر عند تزوله ، ضمافاً لدخوله التربة,0.12987012987012986,0.7272727272727273
وفي كتير من الاحيان بشكل مباشر في # إندلاع حرائق الغابات كما هد حاصل في غابات,وفي كير من الاحيان بشكر حياشر في # إند لاع حرائق الغاباتة كما هد ححل في غايار,0.12987012987012986,0.5
والمياه والتربة ويسمى هذا النوع من التلوث المستحدث لانه ناتج عن مواد كيميائية,والمياه والربة ويسى هذا النوع من التلوثت المستمدت لان ناتج عد موادكيميانة,0.12987012987012986,0.6153846153846154
مئوية عن المعدل العام . تاثرت مخزونات المياه في منطقه الهارتز بالنقص الحاصل في كميات الأمطار والثلوج,مؤدة عن المعدل العام . تاثرت محترونات المياه في منطقه الهارتر بالنقدص الحاصل في تميات الامطر والتلوح,0.13,0.4117647058823529
على  الصُعد  دون الإقليمة والوطنية والمحلية .  وتشير  مختلف  التقارير,على الصعد دون الإقليمة والوطية والمحلية . وتشير مختلف. التقارن,0.13043478260869565,0.6
ثم العترة .ورتب بعض النسابين طبقات النسب على هذا النحو:جزم ، ثم جمهور,ثم العترة، ورتب بعض النسابين طبقات النسب على هذا النصو: جذم، تم حمصور,0.13043478260869565,0.46153846153846156
تجتاح العالم المعاصر  .,تجتاع العالم المعاصر.,0.13043478260869565,0.8
في الألف الثالثة قبل الميلاد ، و استفروا في هذهـ الأرضيين التي اصطبغت,ف الالف الثالث قبل الميلاد، واستفروا في هذه الأرضين التيي اصطبقت,0.13043478260869565,0.8461538461538461
معدلات تركيزات غازات  .,معدلات ترييزات غازات.,0.13043478260869565,0.8
في منازلهم و عند اخوانهم و في حالات كثيره و مواضع مختلفة و رأيت اكلهم,في مناذلهم وعدد اخوافهم وفي حالات كثره ومواضع نختلفة ورأيت اكلهم,0.13043478260869565,0.8
وخصوصاً غاز ثنائي اوكسيد الكربون حيث إرتفعت نسبته من 270 جزء بالمليون,وخصوصاً غاز ثنائي اوكسيد الكربون حيث إرتفعت من 105 جزء بالمليون,0.13043478260869565,0.16666666666666666
مفاعلات اليورانيوم الطييعى  . و فيها يستعمل الماء الثقيل كمبدء و مهدئ,مفاعلات اليورانيوم الطبيعي. وغيها يستعمل الماء الثقيل كمبدو ومهدك,0.13043478260869565,0.6153846153846154
جاكوبسون من يندم الآن؟),جاكو بسون من ينوم الآن ؟),0.13043478260869565,1.25
و 15% بنزين . اما وقود الإيثانول فهو عبارة عن مزيج يتكون من 90% بنزين,و1ا% بنزين . اما وقود الإيثانول فمو عبارة عن مزيج يقكون من ه9% ينتزيذ,0.13043478260869565,0.4
وكان الضغط الجوي المنخفض جداً في مركة الإعصلر.,وكان الضفط الجوي المنخقض حداً في صركي الاعصلر.,0.13043478260869565,0.625
والإدارة  اللا مركزية، ويتركز هذا  التمييز  أساساً  على  العلاقة  بين,والإدارة اللامركزية، ويتركز هذا التميو أساساً على العلاقة بين,0.13043478260869565,0.5625
"التي أولها""جاسم""وآخرها""عَبس الأولى""من العرب العاربة.والقبائل المذكورة","التي أولها ""جاسم"" وآخها ""تميس الأولى"" من العرب العاربة""والقبائل المذكورة",0.13043478260869565,1.1666666666666667
لتقفنا على حقائق خصيرة ، وتمدنا بفوائد جليله من شأنها أن تسعف العربيه,لتعضاً على حقائق خطيرة، وتعدنا بفوائد حليله من شأنها أن تسعف العربيب,0.13043478260869565,0.46153846153846156
وقد اخذ  ابن خلدون هذه  النظرية  واعتبرها  محوراً  لافكاره عن التاريخ,وقد اخذ ابن خلدون هذه النقرية واعتبرها محوراً لأفعاره عن التارنخ,0.13043478260869565,0.5
المثال ،يذكر أنتوني تشيتعام ، رئيس داركويركس للنشر أنه حين فازت رواية ستيف بني ، رقة الذناب،,المنال ، يذكر أنوي تشيتعام، ريس دار كويركس للنشر أنه حين فازت رواية سيبف بني، رفة الذخاب،,0.13043478260869565,0.7647058823529411
عن عربيه القرآن الكريم اختلاقاً كبيراً حتى إن أحدنا إذا قرأ نصاً بلغة,عن عربيه القراً الكريم اختلاقاً كبرا حتى انأحدنا اذا قرأً نصاً تلغة,0.13043478260869565,0.5384615384615384
تجهيز البلاد ، فإن  حكامة المجال ، بمفهومها الراهن ، لم تدرج ،إلا بشكل متأخر في إطار,تجرهيز اليلاد، فإن حكامة المجال، بفهومها الراهن، لم تدرج، إلا شكل متأخر في إلطار,0.13095238095238096,0.7222222222222222
ينتقل من رئيسى إلى رئيسى ويعمل بأجر يومي. فإذا مر عليه وهو بهذه الحلل عامان أو ثلاثة,ينتقل من رئيس إلى رئس ويعمل يأجر بومي. فإذا مر عليه وهو بهذه الحمل عإمان أوتلاتية,0.13095238095238096,0.47058823529411764
في معظم الأحوال إلا حجرة واحدة فى كل طايق من أطباقة الثلاثه ،,في معظم الأحوال إلا ججرة وأحدة في كل طايف من أطباقه الثلاقه؛,0.13114754098360656,0.5384615384615384
وترى علماء العربية حيارى في تعيين أول من نطق بالعربية، فبينما,ويرى علماء العريية حيارى في تعيدل أول عن نطق بالعربية، فيدتما,0.13114754098360656,0.45454545454545453
أو شبابيك الشيش تمنع عنه معظم  المطر والكثير من الضوء ، وكاتت,أو شبابيك الشيش تمتع عنه معظم المطر والكثير فن الهنوء، وكانة,0.13114754098360656,0.46153846153846156
أوكسيد الكربون هي الأعلى منذ 700 ألف سنة مضت بعكس ذلك العلاقه,أو كيد الكربون هي الأعلى من100 ألف سنه مضب بعكي ذلك العلاقه,0.13114754098360656,0.5833333333333334
تغييرات جذرية تؤدي إلى اّختراع وسائل و أساليب تكنولوجية جديدة,تغييو جدرية تؤدي إلى أخترا وسائل وأساليب تكنولوجية جديدة,0.13114754098360656,0.5
"على الزرع حرص صاحبه نفسه ، إذ يعتبر نفسه  شريكا"" ليس أجيرا"" .",على الزرع حرص صاجبه نفسيه ؛ إذ يعتبر نفس شريكاً ليس أجيراً.,0.13114754098360656,0.5714285714285714
وهذا يعني أن النمو السكاني يتطلب زيادة في معدلات الاستهلاك  .,وهذا يعي أن الفوالسكافي يتطلب زيادة في معدلات الاستهلاك,0.13114754098360656,0.4166666666666667
أن مصدر التكنولوجيا هو العلم بدرجة كبيرة جداً، و سلوك الإنسان,أن تتصدر التكنولوجياهو العلم بدرجة كبيرة جداً و وملوى إلإنسان,0.13114754098360656,0.5454545454545454
تتبعها (170) كلية لمنح درجة البكالوريوس الزراعة و #  التخصصات,تتبعها (195) كلية لمنح درجة البكالوريوس الزراعة و# التخييهدات,0.13114754098360656,0.45454545454545453
من تحليل المركبات العضوية ( الكربوهيدرات والبروتينات والدهون),من عقيل المركيات العضويه ( الكربوهيدرات والبروينتات والرهون),0.13114754098360656,0.625
مدمرة في شرق المانيا وخصوصاً في حوض نهر الالبا حيث غرقت مدن لبيرة مثل لايبزج,هرمرة في شرق المانيا وخصوصاً في حوضي نهر الاباعيث غرقت مرن لبيرة منل لايبرة,0.13157894736842105,0.4666666666666667
ثم يجمعون      خيوطهم . فإن أعادوا الملازقة أعادوا تلك الخيوط لأنها قد تشربت,ثم يصمعون خيوطهم. فإن أعادوا الملارقة أعادرا تلك الخيوط لأنها قد تشوبت,0.13157894736842105,0.6111111111111112
الظاهرة شبيهة إلى حد بعيد بالدفيئات الزجاجية وأن هذه الغازات و التلوث يمنعان,الظهرة شيععة إلى حدمص بالدفيئات الزجاجية وأن هذه الغازات . التلوث يمنعان,0.13157894736842105,0.38461538461538464
لم ينبح . صحيح أنه كانت هناك العديد من التحتيتات الصحفية من بفداد (أهمها بوابة القتلة لجورج,لم ينبج . صمح أنه كانت هناك لعديد من لتحنيقات الصحضة من عداد أأهمها بوابة القتلة لجورج,0.13186813186813187,0.4117647058823529
طبقات من الحجارة الرملية غير أنها ليست ثخينة. أما أرض,طبقات قى الحجارا الرمليه غيرأنها لبيست ثخينة. أما أض,0.1320754716981132,0.7
ومكافحة الآفات وذلك عند المستوى الاحتمالي 0.01 للحجال,ومكاحة الآفات وذلكه عند المستوى الاصتمالي 29. للحجال,0.1320754716981132,0.5
حصل على المناخ الكرة الأرضية خلال القرنين الماضيين  .,حصل على مناخ الكرة الأرضية خلاك القرنين الماصين.,0.1320754716981132,0.5
أيعد هذا دليلا على أخذه من موارد قديمة مكتوبة مدونة ?,أيعد هذاد ليلا على أخذد من موارد قديبعة عكتوبة مدونة ؟,0.1320754716981132,0.5454545454545454
ترك أبوهـ في منزله يوم مات ألفي ألف درهم و ستمائة ألف,ترك أبوه في مزرل يوم مات ألفي ألف دم وستمائة ألف,0.1320754716981132,0.4166666666666667
"""حين بدأنا اعتدنا أن نزور موقع أمازون قبل العرض وبعد.",ثيس بد أنا اعتدنا أن خزور موقع أفازون قبل العرض وبعد،,0.1320754716981132,0.6
ثم قال : اشتكيت أياماً ## صدري من سعال كان #  أصابني.,لم مال: اشتكيت أياماً # صعدري من سعال كان # أصابنبي.,0.1320754716981132,0.5384615384615384
ومنطقة القرن الأفريقي والهند وبنغلاديش نقصاً حاداً في,ومنطقة القرن الأخريقي والحفند وبنغلاد يش نقصا صاراً في,0.1320754716981132,0.75
ذلك أن الكلمة عربية المبنى . وهي مشتقى من فعل شائع  .,ذلك أن الكلمهعرية المنى . وهي مشتقى من فعل شائع,0.1320754716981132,0.38461538461538464
"الأنترنت "". إن "" لحظة الأيبود "" في عالم الكتاب ، التي غالبا"" ما أجلت","الأنترنت: إن تحظة الأيبود"" في عالم الكتابه، التي غالباً ما أجلت",0.1323529411764706,0.6
الفازات المببة للإضرار الأرفي. يتحمل الأنسان المىؤلية الباشرة عن هذه,الغازان المسببة للإمترار الأرفي يتجمل الأنسان الميؤلية المباشرة عن هذه,0.1323529411764706,0.7
"إطلاق لفظة ""مؤرخ"" و ""المؤرخ"" و ""تاريخ"" بصوره واسعة في هذا العهد، وفي","إطلاق لفظة ""مؤرخ"" وألعؤرخ"" و""تاريخ بصوره ولسعه في هذذا العهد، وفي",0.1323529411764706,0.46153846153846156
"في المجر "" . ولكنها عملت ايضاً مربيه اطفال وساعيه بريد وعامله هاتف ،","في المجر"". ولكنها عملت الضاً مدييه اطفال وساعية بريد وعأمله هاتو،",0.1323529411764706,0.6428571428571429
الزوابع يغبر الأفق ويكفهر وجه السماء، ثم تهب بعد لحظات عواصف شديدة و,الزوابع يعبر الأفف ويكفهر وجه السماء ، تثم تهب بعد لحطات كواصف مشسدية و,0.1323529411764706,0.6153846153846154
"شرق ال ، أي الخابور اسم  كما أدخل ""هيرودوتس"" أرض طور سيناء إلى شواطئ","شرق ال، أي الخايور امم كما أدخل ""هي ودوتى"" أرض طور ميناء إلى شواطيء",0.1323529411764706,0.6
"التى تحويها الفضلات الإشعاعية والمساحة اللازمة لخزنها يعتبر صغيراٌ ,",الق تحويها الفضلات الإشعاعية والمساحة اللازقة لخرنها يعتبر صيعيراً،,0.1323529411764706,0.5
مصلاهـ و مات عن سوقه و تفاوتت حوائجه و رأى أنه قد أخطأ في إختيارها #,مصلاهـ ومات عن سوق وتفاوتت حوائجه ورأى أن قد اخطاً في اختيارها #,0.1323529411764706,0.625
وفي أحل التمولات الكبرى التي شسدها المغرب ، توجد ايضاً ظاهرة التمدين,وفي أحل التمولات الأبي التى شدها المغرب، توجد ايسفاً ظاهرة الستمدين,0.1323529411764706,0.5833333333333334
"شهر ""ذو تمنع""و""ذو سحر"" وغير ذلك. وقد تجمعت لدينا أسماء عدد من الشهور","بتتهر ""ذو تمتع"" و""ذو سعر"" وغير ذلك. وقد تجعت لدينا أمماء عدد من التهور",0.1323529411764706,0.5384615384615384
بعض الفظائل والأخلاق، وذلك بالتربيه المقترنه بالإرادة والقيم، والناس,بعض الفظائل والأخلاق ، وذلك باهربيه المقرئة بالإدارة والقيم ، والناس,0.1323529411764706,0.7777777777777778
أمام لجنة من أعصلاء نقابته ، فإذا ابتار الامتحان أصبح رئيساً. وكان يطلب إلى الرئيسى,أمام لجنة من أعصطاء نقايته ، فإدا ابتار المامتحان أصيبح رئيساً . وكان يجلب إلى الرتب,0.13253012048192772,0.6
وكما أفاد الجمل أهله الفوائد المذكورة المعلومة، من ناحية حمله ولحمه وجلده ووبره، كذلك أفادت النخلة,ويما أنفاد الجمل أهلا الفؤاد المذكورة المعلوعة، من ناحية عمله ولعمه وجليد ووبره ، كذلك أخارت النخلة,0.1326530612244898,0.6875
وتذكر كيت موس ،مؤسسة جارزة أورابخ المتميزة ،أن الجوائز ،تفوق بكثير المقالات النقدية لأشعر النقاد ،,"وتذكر كيت موس، مؤسسة جارزة اورانخ المتميزة ، ان ""اجوائز، تفوق بكثيثير المقالات النقدية لأشعر النقاد،",0.1326530612244898,0.625
وقد أورد في الكتاب أسماء أخذت من التوراة ذكرها بنصه كما تلفظ,وقد أورد في الكتاب أسما، أخذنا من التدراة ذكردما بنصه آماً تلفظ,0.13333333333333333,0.4166666666666667
كا لإشراف العام,كالإشراق العام,0.13333333333333333,0.6666666666666666
نجاح المناطق المتقدمة في الصين وخارجها وعزز التخطيط  العمراني للحي حيث بتخد,نخاح المناطق المتقدمة # الصن وخارجها وعزن التحطيا العمراي للحي حيث بتعد,0.13333333333333333,0.6153846153846154
جديدة وقدرت سقوط تلك العاصمة .,جريدة وقدرت مقوط تلكء العاصمة.,0.13333333333333333,0.8333333333333334
القريبة من المحيطات والبحار. وبسبب المساحات الشاسعه للمسطحات,القريية من المحيطات والبحار. وبسدت المساحادة الشاسع للمطحان,0.13333333333333333,0.625
ذاتها خطيراٌعلى حياة الإنسان .,ذاتها خطراً على حياة الإنسان.,0.13333333333333333,0.8
الذي اطلقها عام 1974 كل من ماريو مولينا وفرانك شيروود رونالد,الذبي اطلقها عام 1190 كل من ماريو مولينا ومرانك ثير وود روبالد,0.13333333333333333,0.5454545454545454
لا يمكن التعميم، ما دمنا لا نملك بحوثا و دراسات علمية منسقة ، قام بها علماء,لا يمكن التعميم ماد منا لاتصلك بعوثاً ودراسات علمية منسقة، قام بها علماء,0.13333333333333333,0.625
منذ بداية تسجيل درجاة الحرارة.,منذبداية تجيل درحاة الحراوة.,0.13333333333333333,1.0
ضخامة الكميات .,ضخاقة الكميات.,0.13333333333333333,1.0
يحصل بعدها الخريج على شهادة الكفاءة . آما اللغات التي يستطيع الطالب دراستها,يعصل بعدها الخريج علد شهادة الكفاءة. إما اللفات التي يسد تطيع الطالبب دراسته ،,0.13333333333333333,0.8461538461538461
درجة الدكتوراة بين سنتين  وثلاث سنوات في حين أن بعض الجامعات,درجة الدلتوراه بين سنتين وتلان سنوات في حين أن بعص الحامعار,0.13333333333333333,0.4166666666666667
لأن تكون رسالته قد أسئ فهمها .,لأن تكون رسالته قد أسي فرهها.,0.13333333333333333,0.42857142857142855
من مجتمع بعيد ليس له أية صلة .,من يجتمع بعيد ين له أية صلة.,0.13333333333333333,0.5
"كانوا قد سمعوا يما ود د عن حادث ""نجران"" من أخبار. وقد ذكر أن",كانوً قد سمعوا بما ودد عن حادث تجرات من أخبار وقد ذكر أن,0.13333333333333333,0.42857142857142855
وخليج البنغال من الشرق ، وسريلانكا من الجنوب الشرقي عبر مضيف,وخليج البنغال من الشرق، وسرييلانكامن الجنوب الشرقي عبرم اطبق,0.13333333333333333,0.5454545454545454
أن بني هلال نزحوا عنها في القرن الخامس الهجري,أن يني هلال ترحواعنها في القرن الخامس الهيحري,0.13333333333333333,0.4444444444444444
على أساس النموذج يتم التصميم و هو محاولة ايجاد مضهر أو شكل .,على أساس التمودج يتم التصعيم وهو معاولة ايجاد مخهر أو تكل.,0.13333333333333333,0.6153846153846154
شيئاً وإن كان روثاً . وأنت تطعم النار وتسقي النار . ومن أطعم,لتيئاً وإن كان روثاً . وأنت إنما تطعم النار وتسقي النار. ومن أطعم,0.13333333333333333,0.3076923076923077
"و لو و رد لفظة ""العرب"" في النص الذي يعود عهده إلى سنة ""328 ""","ولو ورد لفظة"" ""العرب"" في النص الذي يدود عهده إلى سنة ""20%.",0.13333333333333333,0.5333333333333333
الشعر الجاهلي .,الشعر الجاملي.,0.13333333333333333,0.6666666666666666
"الرزق"" يخص على التعاون أيضا ... و لم يكن المثل هو الفرع الوحيد الذي ظهر فيه","الرزق ""يعض على التعاون أيضا... ولم يكن المثل مو الفوع الوجيد الذي ظهرفيه",0.13333333333333333,0.6875
مناظره الجميلة، حيث المياه النقية والسماء الزرقاء . تنتشر في # الحي الأشجار,فناحره الجميلة، حيث المياه الفقية والماء الزرقاء. تتتر في # الحى الأتحار,0.13333333333333333,0.6153846153846154
فإن انتاجه من العسل يشكل ما نسبته 60-70 % في الهند. النحل الشرقي يحتل النحل,فإن انتاجه من العسل يشكل ماتيتة #-20% في الهن. النحل الشرقي يحتل النحل,0.13333333333333333,0.3333333333333333
به هذة عن تلك .,به هذة عن تكل.,0.13333333333333333,0.4
الجنوبية لذلك الأودية القصيرة التي تسيل فيها . المياه في هذا,الجبويية لذالك االأردية القصرة البي تسيل فيها. المياه في هذا,0.13333333333333333,0.6363636363636364
فتركوا لنا فجوات و ثغرا لم نتمكن من سدها وردمها حتى الآن، ولا سيما في تأريخ,فتركو النابجوات وتغرا مرنتمكن من سدها وودمها حتى الآن، ولاسيما في تأريخ,0.13333333333333333,0.625
المتوسطة النمو هو 15 عاما كما ذكر (جراد  وآخرون 1995 ). من هنا  يمكن ملاحظة,المتوسطة النمو هو1ا عاما كماذكر (جرار دآخرون 199ا). من هنا يمكن ملاخظة,0.13333333333333333,0.6470588235294118
من حهه أخرى ( موسى، 1996)  . تتمكن النباتات البرية و البحرية,من حهه أخرى (موس، 1999). تتمكن النباتات البرية والججرية,0.13333333333333333,0.5384615384615384
ففي كل هذه المواضع و مواصع اخرى، وردت بمعنى اعراب  اما اهل المدن و المتحضرون فكانو,ففي كل هذه المواصع وواصع اخوى ورد بصعني اعراب اما اهل المدن والمتحضوون فكانو,0.13414634146341464,0.5294117647058824
تمتلك كلاً من العراق و السودان و مصر أكبر موارد مائية مقدارها على التوالي 58.65.75,تمتلك كلاً من العراق والسودان ومصر أكير مواردمائية مقد ارها على التوالي 11.19.50,0.13414634146341464,0.6
"فلا غرابة أن تكون التسمية التاريخية لهذا الجزيرة الخضراء هو عشتاروت . وخاصة عندما""","فلا غرابية أنة تكون القسمية التارينخية لهذا الجترير # الخفراء هو عشتاروت. وضاصة عندما""",0.13414634146341464,0.7142857142857143
"عظام بشرية اتضح انها بقايا الهنود ""الدراوديين"" سكان الهند القدماء .","عظام بشرية اتضح انها يقايا لهنودا الدراوديين""سكان هنو القدماء.",0.13432835820895522,0.6363636363636364
أكثر من مثيلاتها في السوائل و المواد الصلبة كما و أن هذا التباعد بن,أكثر من ميثلاتها في السوامل والمواد الصلية كما وأن هذا القياعد ين,0.13432835820895522,0.6428571428571429
الجوي تقل عن درجة الصفر المئوي بكثير ولانعدمت الحياة,الجوي تقل عن درجة الصعر المئوي بكير ولاتغرمت الحي,0.1346153846153846,0.4444444444444444
الطاقة الضوئية:هي عبارة عن موجات كهرومغناطيسية تحتوي,الطاقة الضوئعيية: هي عبارة عن موجات كهر ومغنا طبسية تحنوي,0.1346153846153846,0.8571428571428571
حول علوم أربعة هي : الفن ، والعلوم الطبيعية والصحة ،,حول علوم أربعة هي أالضن، والعلوم الطبيعيه والصحه،,0.1346153846153846,0.5454545454545454
فجعلته كثيبا صارما بغلب عليه الوجد، موسيقاه ذات نغمة,فجعلته كثبيا مارما يغلب عليه الوجد، موسقاه دات نعمة,0.1346153846153846,0.6666666666666666
كالطبخ والإستحمام والتدفئة والإضاءة والكدي... الخ (المقدادي، 2006). ان نمط,الصبخ والإستحمام والتدفئه والإصاءة والكدي..- الخ (المقداديد ، 00). ان ممط,0.13513513513513514,0.8
"الأربعة.  أجازت حكومة هانقو  مؤخرا ""برنامج بناء الحي الإيكولوجي"" الذي حددت","الأريعة. أجازت حكوقة هانقو مؤخرأً ""برناجج بناء الحي الإيطولوجي ""الذي حددت",0.13513513513513514,0.6153846153846154
المحكوم ، أساسا ، بمسألة السكن والمشاكل المترتبة عنها ، يقدم  دليلا قاطعاً,المحكوم، أساسا، بائة السكن والمشاككل المترتبة عنها، يقدم دليلا تاطعاً,0.13513513513513514,0.7142857142857143
تشريب المرق دون إراغة اللحم. و المحول : هو الذي إن رأى كثرة,تشريب المرق دون إراغة اللحم . والمحول: هو الذي إن ارأ هنر,0.13559322033898305,0.46153846153846156
الف درهم و كاد الشاعر يخرج من جلدة ! فلما رأى فرحة قد تضاعف,اللفدرهم وكاد الشاعر بحرج من جلهة ! فلما رأى فرحه قد تصاعف,0.13559322033898305,0.5714285714285714
حجم الجليد الموجود في القطب الشمالي تراجع الى اقل مستوياته.,حجم الجايد الكوجبد في القطب الشمالي ترجع لى احل متوياته,0.13559322033898305,0.6
فعلت لم أكله ولم أعد إليك . واغدر الغبن ف‘ن الغبون لا محمود,فعلت لم أكله ولم أعد إليكك . واغذر الفبن فإن المغيون لايحمود,0.13559322033898305,0.5384615384615384
القطاعات الاقتصادية الأخرى فلم تستطع  مستوى كاف  من النمو .,القطاعات الاقدصادية الاخرى فلم تتطع متوى كاف ن النمو.,0.13559322033898305,0.75
مساءً . وكان  هذا العمل الرتيب يتغير فى  بعض الأيام إذا ذهب,مساء . وكان هذا العمل الرييب يتغير في لعضى الأسام إذا ذهب,0.13559322033898305,0.5
في الطّنوج، وهي الكراريس، فكتبت له ثم دفنها في قصره الأبيض.,في الطنوج، وهي الكراريس مكتبت لهتم دفنها في قهره الأبيم,0.13559322033898305,0.6363636363636364
حقوق الملكية الثقافية مثل حقوق براءة الإختراع، حقوق العلامة,حقون الملكية الثقافية متل رقوق برادة الإختراع، حقوق ال#مق,0.13559322033898305,0.5555555555555556
"الذي و سم ب ""79"" حيث جاء في السطرين التاسع و العاشر ""وبجندا","الذي ولسم و 197""حيث جاء في السطرين التاسع والعاشر ""ويجندا",0.13559322033898305,0.6153846153846154
تقدمهم فلم يكن لديهم ما يقولونه عن ماضيهم غير هذا الذي وعوه,ق مهم فلتم يكن لديهم ما رعولوبه عن ماخيهم تغير هذا الذي وعوه,0.13559322033898305,0.5
"بأصحاب البلاد الاصليين, اما سواحل عمان و الخليج# فقد اجتذبت",بأصحاب البلاد الإصليين . اماسواحل عمان والخليج فقد اجتذين,0.13559322033898305,0.6
