GroundTruth,Prediction
ډير ذهين و،هم دغه وجه وه چې ددغه کتابونو نه ئې ډيره فائده پورته,ډېر ذهين و، هم دغه وجه چې د دغه کتابونو نه ئې ډېر فائده پورته
"""لسانیات وہ علم ہے جس میں زبان کے مختلف","""لسانیات وه علم ہے جس میں زبان کے مختلف"
زۀ په محبت باندې ايمان لرم,زۀ په محبت باندې ايمان لرم
دا خو ستا په ما باندې احسان به,دا خو ستا په ما باندې احسان به
دريابه دَ پښتو خبرې چاته اخر اوکړم!!,دريابه د پښتو خبرې چاته احر اوکړم
خټك، مرتبه و مدونه پروفېسر جهانزيب,خټك، مرتبه و مدونه پروفېسر جهانزيب
ورسره غاړه غړئ شه ـ په اوبو کښے ئے د هغه سر ومانډه ـ دے,ورسره غاړه غړۍ شه په اوبو کښے ئے د هغه سرو مانډه دے
دَ اعتقاد تَرے والله که مو په غاړه کښې وه,دَ اعتقاد ترے والله که مو په غاړه کښې وه
چې د زلفو ګډوډه ترتيب مې خوښ دےچې د زلفو ګډوډه ترتيب مې خوښ دےچې د زلفو ګډوډه ترتيب مې خوښ دے,چې د زلفو ګډوډه ترتيب مې خوښ دے
دے چې ډېر سهوې او غلطۍ لری چرته چرته د اردو,دے چې ډېر سموې او غلطۍ لری چرته چرته د اردو
کړه. خواه که هغه درته دا هم اووئيل چې زه بخت نصر يم ، خو ته ورته اووايه چې ته دروغ,کړه خواه که هغه دورته وئيل چې څه بخت نحت يم خو تله ورته اوريده چې ته دوغ
ولې شوکې پوکې ده؟ هر ځاے او هر چرته ولې,ولې شوکې پوکې ده؟ څو ځاے او هر چوته ولې
دې تصوراتو کښې تضاد او مخالفت په نظر راځي. د مثال په ډول د,دې تصوراتو کښې تضاد او مخالفت په نظر راځي. د مثال په ډول د
دَ محبت نه په منکر پسې مې زړۀ خفه دے,د محبت نه پس منکر پسې مې زړۀ خفه دے
"خپله تحقيقي مقاله ""د خوشحال تلميحات او",خپله تعقيقي مقاله د خوشحال تلميحات او
د ژبې د احياء، بقاء او خورونې,د ژبې د اضاء، لقاء او خورونې
ورکوې. که چرې انسان د حسن د حقيقت په راز پوهـ شي,ورکوي. که چرې انسان د حسن د حقيقت په راز پوه شي
دوي زما سره ددې مقالې په کمپوزنګ,دوي زما سره دوې مقالې په کپوزنګ
بېره کښې ټال په زړه رااورېدو,بېره کښې ټال په زړۀ رااورېدو
روشونو په رڼا كښې تر دغه ټولو نسخو يو مستنده او,روتونو په رڼا كښې تر دغه ټولو نسخو يو مستنده او
تر کومې پورې چې د پير ډنګر تعلق دے.نو هغه  د ژوند حالات د نوم,ترکومې پورې چې د پير ډنګر تعلق دے. نو هغه د ژوند حالات د نوم
په دغه واړه جنتيانو سلام,په دغه واړه جنتيانو سلام
چې دَ جلسې قومې قيام جنازې اووتلې,چې د جلسې قومې قيام جنازې اووتلې
روان شوم ـ  دا فريدويو کډے هم روانےوے.,روان شوم ـ د افريدو يو غړے هم روانے وے
اسمان ته,اسمان ته
او جوړوي ئې  ـ  کاکړۍ لکه دَ ټپې غوندې هر قسم وئينه کېدلې,او جوړوي ئېـ کاکړۍ لکه د ټپې غوندې هر قسم وئينه کېدلې
﻿شعور هم ويل کېږي، کله چې شاعر د شعري جذبې سره له شعور څخه,شعور هم ويل کيږي، کله چې شاعر د شعري جذبې سره له شعور څخه
نويس هم دوي ډېر په کاميابۍ کوله او تر هغه وخته پورې دوي د,نويس هم دوي ډېر په کاميابۍ کوله او تر هغه وخته پورې دوي د
کښې په خاص طور د مظلومې او پرېوتې طبقې حالات,کښې په خاص طور د مظلومې او پرېوتې طبقې حالات
کښې  د دپاره تياري کوله,کښې د چاره تياره کوله
انسان ژوند يوه ډرامه ده دا ډرامه د بابا آدم او حوا,انسان ژوند يو ډرامه ده. د ډرامه د بابا آدم او حوا
کۀ غږ دې د راتلو چرته يؤ ځل راباندې اوشو,که غږدې د راتلو چرته يو ځل راباندې اوشو
خواښې سخر ته د مور او پلار پۀ نظر ګوري. مشر ورارۀ,خواښې سخر ته دمور او پلار په نظر ګورې. مشرو دارۀ
دا زما د عقل کوچے,دا زما د عقل کومے
د دۀ انګڼ کښې سر وهلے دے غندل د غزل,د ه د ه ه   ي
د دې دور بنيادم څومره مظلوم دے,د   پ خ  ي
علم په حقله خپل افکار او نظريات په جديد انداز کښې ا,علم په حقله خپل افکار او نظريات په جديد انداز کښې
اُوري لطافت ترينه,اورې لطافت ترينه
ټول ژوند د حالا تو د لوستونه پس داسې,ټول ژوند د حالاتو د لوستونه پس داسې
رديف سر خوږي په سر اخلي ـ زمونږ د,رديف سر خوږي په سر اخلي ـ زمونږ د
لار او د ډاكټر يار محمد مغموم د پې ايچ ډي د مقالې,لار او ډړيار محمد مغهوم د پې ايچ ډي د مقامې
رحمان بابا وائي:,رحمان بابا وائي
يو بل ته په ميدان مخامخ شوي نۀ دي ـ  په يو بل يې ناخبره عوام,يو بل ته په ميدان مخامخ شوې نۀ دي ـ په يو بل يې ناخبره عوام
سپينه سپۍ په ملا سورۍ ـ  (کونجکه),سپينه سپۍ په ملا سورۍ ـ (كونجكه)
په مصنوعي اشعارو او شعري صنايعو کښې نه شو موندلے دا اقتدار,په مصنوعي اشعارو او شعري صنايعو کښې نۀ شو موندلے دا اقتدزار
یاره پۀ خاورو کې دې ځنډ شو,ياره پۀ خاورو کې دې ځنډ شو
دا دَ ولي دَ ولايت په معنیٰ نۀ پوهېږي,دا دَ ولې دَ ولايت په معنيٰ نۀ پوسېږي
محققه رارسولې ده. نو پكار دی چې د نوی نسل,محققه رارسولې ده نو پكار دی چې د نوی نسل
په توګه پښتونولي يو قانون دى، په دې قانون كې,په توګه د پښتونولی يو قانون دی، په دې قانو كښې
د بونير پدې غزا باندې دومره چاربېتې دي چې د ټولو ذکر,د بونېز پرې غزا باندې دومره چاربتې دي چې د ټولو ذكر
وساتلې او دورې يې وكړی او د بايزيد انصاری,وساتلی او دورې يې وكړی او د بايزيد انصاری
د شېخ ملی د مشهور تقسيم,د شېخ ملی د مشهور تقسيم
د تاريخى مطالعې نه دا خبره جوتېږى چې د تهذيبونو د تاريخ,د تاريخي مطالعې نه دا خبره جوتېږى چې د تهزيبونو د تاريخ
کښې ټپې شته ـ  په ديوان سېد حسېن مرتبه همېش خليل ۱۹۵۸ء,کښې ټپې شته ـ په ديوان سېر حسېن مرتبه همېش خلېل ۱۹۹ء
اجمل خټک، د ژوند چغه، ترتيب او تدوين,اجمل خټك، د ژوند چغه، ترتيب او تروين
خوشحالي هر څۀ ځائے کړي دي ـ,خوشحائي هر څۀ ځائے کړي ديـ
دهر يو کار په بېلابېله توګه تحقيقي کار کړے شوے دے.او,هر يو کار په بېلا بيله توګه تحقيقي كار کړے شوے دے او
کله چې نۀ راځې رنځور درپسې شمه,ککه چې نۀ راځي انځور درپسسې شمه
مستند تحقيق د دې مقدمى بله خاصه ده.,مستند تحقيق د دې مقدمې بله خاصه ده.
کړل ـ  خپل ورور جلال خان ئې د بغاوت په الزام قتل کړو ـ,کړل خپل مور جلال خان ئې د بغاوت په الزام قتل کړو ـ
په ځان  قبوله كړې. ګلستان,په ځان قبوله كړې كلستان
منصور د زړۀ حالونه وېل پۀ سولۍ,منصور د زړۀ حالونه ويل پۀ سولۍ
كښې د عبدالرحمان بابا پحقله د مختلفو ليكوالو د,كښې د عبدالرحمان بابا پحقله د مختلفو ليكوالو د
د شلمې صدۍ په دوېمه عشره کښې په تاڼه,د شلمې صدۍ په دويمه عشره کښې په تاڼه
مونس بې غمګساره په نوښار,مونس بې غمکساره په نوښار
د مجنون او د ليلي' وئيل يادېږي,د مجنون او ده ليلي' ويل ياديږي
خو بيا هم د اعلـٰى تعليم دپاره د ملک  نورو ښارونه ته هم تلے دے,خو بيا هم د اعلاتي تعليم دپاره د ملک نورو ښارونه ته هم تلے دے
دريابه تۀ به نور خېبر ته نۀ ځې,دريابهؔ تۀ به نور خېبر ته نۀ ځي
خاکې، خطونه، سيرت، تفاسير او ترجمې هر څه د کتلو,خاكې، خطونه، سيرت، تفاشير، او ترجمې هر څه د کتلو
په دغه وخت کښې کاکا جى صنوبر حسين,په دغه وخت کښې کاکا کښې صوبر ميت
چې د ژوند يوه ټوټه د هغه د سترګو,چې د ژوند يوه ټوټه د هغه د سترګو
خاورې په دين او وطن مئينو سيکانو ته داسې,خاورې په دين او وطن مئيونو سيکاتو ته داسې
په حېث وړاندې كړو.,په حېت وړاندې کړو.
ورېږي هره شپه ئې مړدکي پهورېږي هره شپه ئې مړدکي په,وريږي هره شپه ئې مروکي په
شعری ټولګو نامې اخستل ضروری ګڼم لكه اسيولی,شعری ټولګو نومې اخنستل ضروری ګڼم لكه اسيولی
ستا د يو څاڅکي وصال متمني يم,ستا د يو څاڅکي وصال متمني يم
مخصوصو توريو په مخصوصو اوازونو په زړۀ پورې بحث شوے دے.,مخصوصو تور يو په مخصوصو اوازونو په زړۀ پورې بحث شوے دے.
كتاب صرف د معظم د مرتب كړې يكی يوې,كتاب صرف د معظم د مرتب كړې پكی يوی
اوختېدلے وو، تربره سواته تلے او ددې علاقې او ددې دَ هاغه,اوختدلے وو، تربره سواته تلے او ددې علاقې ددې پ د هاغه
ګل مخې ستا د يؤ نظر لېدو ګناه ته ناست دي,ګل مخې ستا د يؤ نظر لېدو ګناه ته ناست دي
نو ځكه دلته دا سفارش كېږی چې د پښتو جديدې,نو ځكه دلته دا سفارش كېږی چې د پښتو جديدې
زه د خپل دور د تهذېب د هغه بره چتَ,زۀ د خپل دور د تهذيب د هغه به چت
د پښتنو په معاشره کښې جرګه يواځې يو لفظ ، يو ټکې، يو,د پښتو په معاشره کښې جرګه يوامې يو لفظ يو ټکي، يو
د سبکتګين د وفات نه پس راجه جيپال کوشش کوؤ ـ  چې هغه د لمغان او,د سکېګن د وفات نه پس راجه جبيال کوشش کوؤ چې هغه د لمغان او
قلندر مومند هم د اميد، عزم او همت افکار وړاندې,قلندر مومند هم د اميد، عزم او همت افکار وړاندې
افضل خان نه دي بيان کړی ـ  دغه نومونه نجم الله,فضل خان نه دی بيان كړی. دغه نومونه نجم الله
څومره عالم به په دې کلي,څومره عالم به په دې مکي
زاړه نيت ادا كړی دی او اصلی او وړومبنۍ قلمی,زاره بيت ادا كړی دی او اصلی او وړومبنی قلمی
څخه نه بیریږی . میړه یی ورته ویل هو هغه اوس ستا په زیاتو لیدو,څخه نه بیریږی. میړه يی ورته ویل ه هغه اوس ستا په زياتو لیدو
ستانه تېرېږى دېوانه بابا له ځينه,ستا نه تېرېږي ديوانه بابا له ځينه
پروا وطنه مې په ازغو نشته دے,پروا وطنه مې په ازغو نشته دے
وړاندې کوو:,وړاندې کوو
نشي وي د چا سترګو کښې بېسياره زبردست,نشي وي د چا سترګو کښې سياره زبردست
پخه اراده يې وکړه چې هغه د قېس دا ارمان پوره کړى او لېلى د هغه,پخه اراده يې وکړه چې هغه د قېس دا ارمان پوره کړی او لېلى د هغه
لکه زه په تا مجنون دا هومره نه ؤ,لکه زه په تا مجنون داهومره نه ؤ
جرګې نه وړاندی، تكل د اولسی ادبی جرګې نه,جرګې نه وړاندې، تكل د اولسی ادبی جرګې نه
خپور كتابی شكل كښې منظر عام ته راغې. مقدمه,خپور كتابی شكل كښې منظر عام ته راغې مقدمه
اختصار او علامتي پيريې کښې څۀ کمے,اختصار او علامتي پيريۍ کښې څۀ کمے
پښتنه پېغله وه، وعده ئې ماتولے نۀ شوه,پښته پېغله وهـ و عره ئې ماتولے نۀ شوه
بد علمه بد اخلاقه د نااهلو سرغنه,بد علمه بد اخلاقه د نااصلو سرغنه
وخت خو کله کله دغسې وارې خوري,وخت خو کله کله د غسې وارې خوري
تشه خندا د لباسې جنکو وينه,تشه خندا د لباسي جنګووينه
خان هغه بې ګناه اوژلو ـ د مستجاب مومند د مرګ پۀ حقله د معزوالله,خان هغه بې ګناه اوژلو د مستحجاب مومنو د مرګ پۀ حقله د معز والله
لکه د مينې ليونتوب د تجربو په انتها کښې که هغه,لکه د مينې ليونتوب د تجربو په انتها کښې که هغه
عظمت: عظمت د بهرام خان مرستيال وۀ ـ او د خوشحال بابا خلاف به د بهرام,عظمت: عظمت د بهرام خان مرستبال وۀ ـ  او د خوشحال بابا خلاف ه به م د هرام
علماء هم پکښې شامل وو. د دۀ مخالفت کوو,علماء هم پکښې شامل وو. د ده مخالفت کوو.
نۀ پوهېږمه چې ولې په غورځنګ دے,د   ه د  ي
د احمدشاه ابدالى نوم احمدخان زوے د زمان,د احمدشاه ابدالی نوم احمد خان زو د زمان
مخې نيولو له به لارې ته دجال له راځم,مخې نينولو له به لارې ته د جال له راځم
د لاهور په قيام کښې مونږ د خپل ډيپارټمنټ د طرف,د لاهود په قيام کښې مونږ د خپل ډېپارټټ د طرف
خوشحال بابا د اولاد او خپلوانو يو اوږد بهير لرلو.چې په کښې,خوشحال بابا د اولاد او خپلوانو يو اوږد مهير لرلو. چې په کښې
پيربابا پۀ ډاګ يې وله,پيربابا پۀ ډاګ يې وله
د خوشحالا او دولتا,د خوشحالا او دولت
دَ نمکين نمک پاشۍ راته مرهم دي,دَ نمکين نمک اشۍ راته مرهم دي
دا چې په مونږه مسلط دے نن سبا دريابه,دا چې په مونږه مسلط دے نن سبا دريا په
اسمانونه به دې لاندې تر قدم شي,اسمانونه به دې لاندې تر قدم شي
ټول ملک په اتيا زره جغرافيايي اکايانو کښې اوويشلے شو،,ټول ملک په اتيا زره جفراقيايي امايانو کښې اوويشلے شو،
سپور موضوعات نۀ چېړي. بلکې شاعر دې ښکلې، خوندورې د,سپور موضوعات نۀ چړي بلکې شاعر دې ښکلې، خوندوري د
د واده او بيا د هغې د مرګ نه خبر شو. نو نېغ د صحرا نه د مقبرې پۀ,د واده او بيا د هغې د مرګ نه خبر شو. نو نيغ د صحرانه د مقبرې په
تا په يو نظر له ځانه سره يوړل,تا په يو نظر له ځانه سر يوږل
د انګرېزۍ  په  شان  معيار  د  خپل  کلام  پورته  کړه,د انګرېزۍ په شان معبار د خپل کلاهم پورته کړه
اوس دې د لاسو پولۍ ښه دي شابه کار کول دي,اوس دې د لاسو پولۍ ښه دې شابه کار کول دي
کوم کوم به ځان پسې مرام پله راکاږمه زۀ,کوم کوم به ځان پسې مرام پله راکاږمه زۀ
دي چې ذاتي د دۀ سره تعلق ساتي او د بل يو مفکر هم ورته فکر نۀ ؤ,دي چې ذاتي دده سره تعلق ماتي او د بل يو مفکر نم ورته فکر نه و
او د ټپې عكس، ننواتې، جرګه، مېلمستيا، بدل، د ټپې روڼ,او دَ ټپې عکس، ننواتي، جرګه، مېلمستيا، بدل، د ټپې روڼ
اووهله. پۀ ظاهره کفر غالب شو او ابراهيم يې ګرفتار کړو. يو ډېر,اووهله. پۀ ظاهره کفر غالب شو او ابراهيم يې ګرفتار کړو. يو ډېر
بيا ئې دَ ګريوان ټولې تڼۍ پرانستې پرېښي دي,بيا ئې د ګرېوان ټولې تڼې پرانستې پرېښې دي
د هیریدو نۀ یې جانانه,د هېرېدو نه ئې جانانه
وطن زما زۀ د وطن يم,وطن زما څۀ د وطن يم
رقيبه! دا څۀ په خراب وخت کښې دې مخ راوښود,رقيبه! دا څه په خراب وخت كښې دې مخ راوښود
دا دې شعر دے رحمانه کا اعجاز ۳۸,دا دې شعر دے رحمانه کا اعجاز ۱۳
دَ اتڼ دغه نارې په بېلو بېلو ټولنو کښې جدا جدا رنګ اؤ خپل,دَ اتڼ دغه نارې په بيلو سيلو ټولنو کښې جدا جلا رنګ اؤ خپل
كوشش دے په قول د ډاكټر عبدالله جان عابد,كوشش دے. په قول د راكټېر عبدالله جان عابد
ډېر لږ د قلم له لارې محفوظ كړے شوی دی. د پښتو اكېډمۍ,ډېر لږ د قلم له لارې محفوظ كړے شوی دی. د پښتو اكېډۍ
د مړينې زمانه يې ١٠٢٨هـ ده,د مړينې زمانه يې ۱٠۰ه ده
عزيز مصر خرڅ کړو. چې هغه کور ته بوتلو د عزيز ښځه چې پۀ ځنې رواياتو کښې,غزيز مصر خرڅ کړو. چې هغه کور ته بوتلو د غزيز ښځه چې په ځنې
چې رب راله راکړے ښکلے رنګ د پښتنو دے,چې رب رالله راکړے ښکلے رنګ د پښتنو دے
په ننواتې باندې مړي بخښي,په ننواتې باندې مړي خښې
وينه,وينه
ابتدا نه راروان دے او چې کله خوشحال خان خټک ته رسي,ابندا نه روان دے او چې کله خوشحال خان خټک ته رسي
نعت ابو طالب وئيلے دے.د خوږ نبی په تعريف,د د
غنی خان، لټون، (دغنی کليات او نوے کلام),غنی خان، لټون، (دغنی كليات او نوے كلام)
د خرو خرڅول,د خرو خرڅوله
او نازکه معشوقه او شړۍ. مولانا افتخار على په,او ناکه معشوقه او شړی، مولانا افتخا د علی په
يوه بلا ده چې زمونږه ادارې خوري,يوه بلاده چې زمونږه ادارې خوري
چې کوم کارمسلمان مفکرينو کړے دے او بيا په خصوصي توګه ابن خلدون,چې کوم کار مسلمان مفکرينو کړے دے او بيا په خصوصي توګه ابن خلدون
ذکر ستا دې پورته کړے،رب په خپله پېغمبره,ذګر ستا دې پورته کړے، رب په خپله پغمبر
راته پېښه شوه د ګل د نزدېکته,راته پېښه شوه د ګل د نزرديکنه
انتظامي لحاظ د صوبې اولس ته اسانۍ پيدا شوې او په,التظامى لحاظ د صوبي اولس ته اساني پېدا شوي او په
او کمخواب په جامه کښې سړے خدائے بيا مومي؟,او کمخواب په جامه کښې سړے خدائے بيا مومي؟
ار د صفت محتاجه نه دےار د صفت محتاجه نه دے,ار د صفت محتاجه نه دے
المناکیوں اور دکھ درد کی ترجمانی سے معمور ہے,المناکیوں او د کھ درد کی ترجمان سے معمور ہے
ضابطو له سوبه اختلاف نۀ يواځې جائز بلکې ضروري هم دے,ضابطو له سوبه اختلاف نۀ يواځې جائز بلکې ضروري هم دے
جمالياتي مفکرينو دا رائې ده چې د حُسن په ننداره چې د,جمالياتي مفکرينو دا رائې ده چې د حسن په ننداره چې د
ستا درياب پخپله لاره ځي په مخه,ستا د ياب پخپله لاره ځي په مخه
اے بدبخــته پښــتون قامه,اے بد بخته پښتون قامه
فصل ئے چه ګورے هلاکو دے  يا اظلم چادی اوريدلی په اولاد کښے د آدم,ف ئې چې کوري هلاکو دے يا اظلم، چارې اورېدلې په اولاد کښے د اآدم
بخښلے دغه واقعات دَ اولسي شاعر   خداے بخښلي عالمزېب,بخښلے دغه واقعات د اولسي شاعر خداے بخښلي عالمزيب
نګرهار:,ننګرهار:
که لمبو ته ور ارتاؤ شم,که تمبو ته وار ارتاوشم
مينه د مجنون په ليلا وشوله ډېره,مينه د مجنون په ليلا وشوله ډېره
د خوشحال خان خټك زوے عبدالقادر خان خټك په لوستو,د خوشحال خان خټك زوے عبدالقادر خان خټك په لوستو
ښکلے جوړ کړے دے.,ښکلے جوړ کړے دے
په دې بېتونو کښې د مضمون په لحاظ ډېر فرق شته او ځينې,په دې بيتونو کښې د مضمون په لحاظ ډېر فرق شته او ځينې
د کلچر او ثقافت دې لوئې تاريخى مجموعې,د کلچر او ثقافت دې لوئی تاريخی مجموعې
حوالې,حوالي
﻿ ځائې بوس ډک شوى دى خير! ما پرې ځان غلے کړو، خو چې مې وکتل,ځائے بوس ډک شوې دي خير ما پرې ځان غلے کړو. خو چې مې وکتل
"میں نہیں ہے۔ یہ بھی پشتو ہی کے زیر اثر اردو میں آئی""","میں ہیں ہے۔ یہ بھی پشتنو ہی کے زیر اثراودو میں ائي"""
زما دلبر زما جانان وطنه,زما دا بر زما جانان وطنه
ډاکټر زبير حسرت د شوال څلورمه ليکلې ده اؤ ددې قطعې نه ښکاره,ډاکټر زبېر حسرته د شوال څلورمه ليکلې ده اؤ ددې قطع نه ښکاره
زۀ خو سرمدي کېفونو وړے يم,زۀ خو سرمدۍ کېفونو وړے يم
مخه ليكل كړی دی. ورپسې د مولانا عبدالقادر يو,مخه ليكل كړی دی وريسې د مولانا عبدالقادر يو
دي ـ  د هغه تعليم او تربيت ډېر په اعلیٰ توګه شوے دے ـ  خط ئې ډېر خوشخط,ديـ د هغه تعليم او تربيت ډېر په اعلي توګه شوے دے ـ خظ ئې ډېر خوشحظه
ده په واوره کښې پرته توره مشکڼه,ده په واوره کښې پراته توره مشکړه
راته د ټول جهان نه ګرانه سرباله وطنه,راته د يول جهان نه ګرانه سرباله وطنه
يو عالمي کانفرنس کښې شرکت,يو عالمي کانفرلس کښې شرکت
ته ولاړ او د سلطان مسعود د دربار سره يې ځاى وتړلو، دۀ,ته ولاړ او د سلطان مسعود د دربار سره يې ځاې وتړلو، ده
چې شېخانو يهوديانو ته ګاڼۀ کړو,چې شخانوهو ديانو ګانه کړو
ښکلې چې تۀ پکښې ګودر ته نۀ ځې,ښکلې چې تۀ پکښې ګودر ته نۀ ځي
دے نو په دې وجه د دوئ نه دا قسمه سوالونه کېدل د روزمره,دے نو په دې وجه د دوي نه دا قسمه سوالونه کېدل د وزمره
"رضا په خپل کتاب ""دَ پښتو غزل"" کښې د يوولسو اولسی","رضا په خپل کتاب "" دَ پښتو غزل"" کښې د يو ولسو اولسي"
لکه د ګل سپړدې غوټۍ وې سپرلي خېزي غوټۍ,لکه د ګل سپړدي غوټۍ وي سپرلي خيزي غوټۍ
زما د نيا او نيکۀ خپل کور پۀ ډوګدره کښې وو.,زما دنيا او نکۀ خپل کور په زوګدره کښې وو
فاتح راغلے دے ، هغه سکندر اعظم دے ـ  دۀ چې دَايران دَ داريوش,فائع راغلے دے هغه سلندر اعظم دے ـ د چې د ايران د داريوش
ډېر په اسانۍ سره د فطرت قوتونه او د اسمان مسافتونه ناپ کولے,ډېر په اساني سره د فطرت قوتونه او د اسمان سافتونه ناپ کوے
واستؤو ـ  او د دويمې برخې فوځ سره په خپله د,واستوؤ ـ  او دويمې برخې فوځ سره په خپله د
طائر صېب دنثر ډېر کتابونه ليکلي خو په هغه,طائر صېب د نثر ډېر کتابونه ليکلي خو په هغه
انور خان زما دورکوټوالى يار دے او دواړه لکه دوروڼو يو ځائې لوئې شوى يو,انور خان زما د ورکوټوالى يار دے او دواړه لکه دروو ټو يو ځائې بونې شوې
دينی عقيده، د تخيل تلاش عرف دوېمه مصرعه،,دينی عقيده، د تخيل تلاش عرف دوېمه مصوعه،
توافق دے؛ نو چې داسې وي دا ممکنه ده، چې سامان دې بدل کړي,توافق دے. نو چې داسې وې دا ممکنه ده چې سامان دې بدل کړې
چې د ادارۀ اشاعت سرحد له خوا خوره شوې ده. د,چې دا دارۀ اشاعت سرحد له خو اخوره شوې ده. د
عجب خان ډېر مرګونه ګړى,عمب خان ډېر مرګونه کړې
د کندهار انار پاخۀ دي,د لندهار انار پاخۀ دي
چې ئې پنج سيري بيړۍ پۀ پښو پۀ سرائے ورويستم ـ نو دغه وخت ډير سخت,چې ئې پنج سيرۍ بېړۍ پۀ پښو بۀ سر ئے ورويتم نو دغه وخت ډېر سخت
حوالې,حوالې
اوس به خامخا ګډيږم,اوس به خامخا ګډېږم
شوې  هم دے,شوې هم دے
فيرنګيانو ته لا دغه وخت ددې سيمې ضرورت نۀ وو ـ  مبارک شاه,فيرنګيانو ته لا دغه وخت ددې سيمې ضرورت نۀ وو ـ مبارک شاه
په سمه چرته باران ونه شو ـ  نو هر خو د ګياه او,په سمه چرته باران ونه شو ـ نو هر خو د ګياه او
رڼا تېره توره په لاس کښې په تيارو پسې ځي,رڼا تېره توره په لاس په تيارو پسې ځي
لرغونى غېر اسلامى او غېر فطرى رسمونه پۀ شاکېدل مونږه وينو,لرغونی غېر اسلامی او غېر فطری رسمونه پۀ شاکېدل مونږ وينو
ځنې اولسى اصناف لکه ټپه، چاربېته او نيمکۍ وغېره,ځنې اولسی اصناف لکه ټپه، چاربېته او نميكۍ وغېره
"تالا والا اوربله""",تالا والا اوربله
زما چې زړه په تراره کښې ساتي,زما چې زړۀ په تراره کښې ساتي
چرته داسې غزلګو راپېدا کيږي,چرته داسې غزلګو راپېداکيږي
د سمندر خان سمندر، ديوان اشرف خان هجري، ديوان,د سمندرخان سمندر، ديوان اشرف خان هجری، ډيوې
علامه عبدالحی حبيبی په تدوين د سترملی,علامه عبدالحۍ حبيبی په تدوين د سترملی
کعبه نه وي مندر به وي,کنهه نه مندربه وي
چه څهره پکښے ليده شي رنګا نګه,چه څهره پکښے ليوه شي رنګانګه
تاريخ سورى پۀ وسيله د محمد هوتک د پټې خزانې,تاريخ سوري په وسيله د محمد هوتک د پټې خزرانې
خوشحال خان خټک ؤؤـ,خوشحال خان خټک وو ـ
شيطان يا شيطانان چې په هرهرنګ او هره جامه کښې وي,شيطان يا شيطان چې په هر هرنګ او هره جامد کښې وي
زۀ د انسان په زړۀ کښې لاره کووم,زه د انسان په زړۀ کښې لاره کووم
ايماواګا د ډيرې خوشحالۍ څرګندونه,ايمواګا د ډېرې خوشحالۍ څرګندونه
اووايو چې د تواريخ حافظ رحمت خاني شجره ډېر,اووايو چې د تواريخ حافظ رحمت خاني شجزه ډېر
چونکې د دې نعتونو تعلق د واقعاتي او وارداتي,چونکې ددې تخلق د واقعاتي او وارداتي
په نتيجه کښې د خير د فتحې غزل وو۔ دې غزل کښې د قوم,په تتيجه کښې د خرد منعې غزل وو ـ  دې غزل کښې د قوم
هم زړونه ټوپونه وهى. د دوى ځوانى هم د سپرلى د,هم زړونه ټوپونه وهى ـ د دوى ځوانۍ هم د سپرلۍ د
اورېدلو دپاره مونږ ته يواځې د سترګو او د غوږونو ضرورت نۀ بلکې,اورېدل دپاره مونږ ته يواځې د سترګو او د غوږونو ضروح نۀ بلکې
هغه جل چې لقمان خپل ځان ته غوره کړه اؤ نوم ئې ددې په سبب خټک بيا,هغه جل چې لقمان خپل خان ته غوره کړه اؤ نوم ئې ددې په سب خټک نسل بيا
مجبور شو.د ننګرهار سفر ئې اختيار کړو. او ملک سلطان,مجبور شو. د ننګرهار سفر يې اختيار کړو او ملک سلطان
اولس کښې خوښ کړے شو او ډېر مقبوليت ورته,اولس کښې خوښ کړے شو او ډېر مقبويت ورته
ايرې ډېرې دي خو اور کلي کښې نشته,ايرې ډېرې دي خو اورلکۍ کښې نشته
ژبې او ادب د معلومو اثار په نېټه ښودلو كښې څو سوه كاله,ژبې او ادب د معلومو اثار په نېټه ښورلو كښې څوسوه كاله
خلدون دا حقيقت واضح کوي چې بدلون د انساني معاشرې,خلدون دا حقيقت واضح کوي چې بدلون د انساني معاشرې
ځکه چې هغه وائی چې د اورنګ په تفرقه چې غوغا وه,ځکه چې هغه وايق چې د اورنګ په تفرقه چې غوئ وه
صوفي نوم اغستو ـ,صوفي نوم اغستو ـ
دغه ترجمه په نثر كښې وه. دوېم كتاب,دغه ترجمه په نثر كښې وه. دولم كتاب
د پښتو عوامی سندرو,د پښتو عوامی سنداو
شکر ګذار يم طبيعت چې دې ځانګړے راکړو,شکر ګذار يم طبيعت يې دې ځانګړے راکړو
د بیلتانه خونه شه رِنګه,د بدلتانه فونه شه رنګه
هر خوا رنګونه راورېږي,هر خوا رنګونه راورېږي
صېب يکتا وي ـ ځکه په داسې ښاغلو قام او وطن,صېب پکتا وي. ځکه په داسې ښاغلو قام او وطن
مخه چې كامګار خان خټك د اكوړی نه دهوبيانو ته په,مخه چې كامګار خان خټک داکوړی نه د هوبيانو ته په
ته خو ډک ئې د کانونو,ته خو ډک ئې د کانونو
ملک عبدال ـ  ـ  ـ (اودل) د خوشحال خان پۀ ژوندانه کښې د سوات د يوسفزو يو,ملک عبدال ـ ر اودل) د خوشحال خان په ژوندانه کښې د سوات د يويو
اهرمن تخت سلیمان پر جلوہ افروز۔ جب حضرت,اهرمن تخت سليمان پر جلوہ افروز۔ جب حضرت
