GroundTruth,Prediction
ته چې خبر شوې تا پۀ ځان پسې پرده راښکوده,تۀ چې خبر شوې تا پۀ ځان پسې پرده راښکوده
و احساسات دي ـ,او احساسات دے
يی څلور ولیده او يو څراغ يی  دوه.,يې څلور وليده او يو څراغ يی دوه:
ستا دَ انتظار نشه په مړينې رانه هم نۀ ځي,ستا د انتظار نشه په مړيې رانه هم نۀ ځي
دا نوم د تاريخ مرصع کښي چندل ذکر شوے دے ـ چندڼ يا چندل د تيراه,دا نوم د تاريخ مرصع کښې چندل ذکر شوے دےـ چندڼ يا چندل د تيراه
نثر د شعر ليکلو نه وروستو راغلے دے او دژبو او,نثر د شعر ليکلو نه وروستو راغلے دے. او د ژبو
ډېر يې ياران وو ورپسې ژړا کوينه,ډېر يې ياران وو ورپسې ژړاکوينه
دا یادګار د محبت درسره واخله زه به نه یم,دا يادګار د محبنت درسره واخله زه به نه يم
ټولنيزو او فرهنګي شرايطو پورې اړه لري او هر مکتب د يوې ډلې,ټوليدو او فرهنګي شرائيطو پورې اړه لري او هر مکتب د يوې ډلې
چې د ډوډۍ نه پس چې کوم کس وړومبے متيازو له دراووت نو سر ترې غوڅ,چې دډوډۍ خوړلو نه پس چې وړومبے کول کس متيازو له د راووت نو سر ترې غوڅ
د اسلامي نړۍ وجود کښې,د اسلامي نړۍ وجود کښې
ده چې مرکزي کردار په کښې د,ده چې غرکزي کردار په کښې د
سړيه ګونګټان خو د سپرلو په حقسړيه ګونګټان خو د سپرلو په حق,سړيه ګونګټان ده سپرلو په حق       ه
كړی او د ځينو نورو د حصول د پاره د وسائلو او اسبابو پېدا كولو هڅې روانې دی,كړی او ځينې نورو د حصول د پاره د وسائلو او اسبابو پېدا كولو بهڅې روانی دی
ته ئې امېد د هر مومن  هر مسلمان وطنه,ته ئې اميد د هر مومين هر مسلمان وطنه
مونږ ځان پۀ دې کشاله کښې اچول نۀ غواړو چې ټپه,مونږ ځان پۀ دې کشاله کښې اچول نه غواړو چې ټپه
عنقا نه دے په دام نښتے د هېچا,عنقانه دے په دام نښستے د هېچا
باران د رنګ دے يا جانان راله ديدن راؤړے,باران د رنګ دے يا جانان راله دېدن راؤړے
زۀ به درځم لېونۍ،فکر او نۀ کړې,زه به درځم لېوئۍ،فکر او نۀ کړے
مخکي ښودلي ده.که د ملک احمد د مړينې نيټه ۱۵۳۰ء او د کاټلنګ جنګ,مخکې ښودلې ده.که د ملک احمد د مړينې نيټه ۱۳۰۵ء او د کاڼلنګ جنګ
ولوستلے شي. نو لوستونکے به پرې ډېر ښۀ پوهـ شي.,ولوستلے شي. نو لوستونکے به پرې ډېر ښۀ پوهه شی.
د حبيب مينه خو دين دنيا ګټل دي,د حبيب مينه خو دين دنيا ګټل دي
د زړۀ دننه جذبات په يو خاص شکل,د زړۀ دننه جذبات په يو خاص شکل
سهوؤ د ازالو په خاطر دغه متون بيا چاپ ته چمتو كړی,سهوؤ د ازالو په حاطر دغه متون بيا چاپ ته چمتو كړی
د مسدس  حالي د ضميمې ترجمه کول :-,د مسدس حالي د ضميمې ترجمې کول:ـ
او سرور هم نۀ وے. په نورو ټکو کښې هم دغه عالمګير اختلاف يا د,او سرور هم نۀ وے. په نورو ټکو کښې هم دغه عالمګير اختلاف يا دَ
” خوشحال چې په کوم عقيدت او ولولې سره نعت,خوشحال چې په كوم عقيدت او ولولې سره نعتے
بيا په دنيا کښې د پريوتي پښتون  نام   پورته  کړه,بيا په دنيا کښې دپرېوتې پښتون نام پورته کړه
دا خو به لاس په خپله وينځي د خپل ځان نه سړے,دا خو به لاس په خپله وينځي د خپل ځان نه سړے
شمېر فوځ سره د دهلي نه راروان شو ـ  د پاني پت په مېدان کښې,شمير فوځ سره دهلي نه راروان شو ـ  دَ پاني پت په ميدان کښې
په ډک بازار کښې دې وژلے يمه,په ډک بازار کښې دې وژلے يمه
(مصرعې) وی  خو د وخت تېرېدو سره سره شاعرانو د هئيت,(مصرعې) وی خو د وخت تېريدو سره سره شاعرانو د هئيت
موضوع د افسانې د پاره ښۀ ده ــ او د افسانې د هيرو,موضوع د افسانې د پاره ښۀ دهـ او د افسانې د هېو
راتيريږي ــ د دۀ احساسات او جذبات د کور کلي او بللے,راتېرېږی ـ دۀ احساسات او جذبات د کور کلي او بللے
زرګونه كاله زاړه اثار له مېنځه وړلی دی اوس كه,زرګونه كاله زاړه اثار له مېنځه وړلی دی اوس كه
وى. د کرکيلې واړه مرحلې د زلمو سره سره د پېغلو د نازکو,ويـ د کرکيلې واړه مرحلې د زلمو سره سره د بېغلو د نازګو
سليمان د سحر او جادوګرۍ خبره رد کړې ده. هغه د خداے پاک,سليمان د سحر او جادوګري خبره ردکړې ده. هغه د خداے پاک
تاڼه کښې مې مکان,تاڼه کښې مې مکان
د يار د ښپو ګردونه هم رانجه کووم له سترګو,د يار د ښپو ګردونه هم رانجه کووم له سترګو
زما دا څېړن ليك په شپږبابه وېش شوے دے.,زما دا څېړن ليك په شپږبابه وېش شوے دے.
آغاړې ته لږ ورښکته شو، نو بې ګناه سعيدو يې په چاړه حلاله کړۀه,آغاړې ته لږ ورښکته شو، نو بې ګناه سعيدو پې په چاړه حلاله کړۀ
مدينې لاړمه ودانه اوسېمدينې لاړمه ودانه اوسې,مدينې لاړمه ودانه اوسې ه ه ه ه      ي
زمونږ د سترګو وړاندې ځينې څيزونه تېر شي خو مونږ هغه څيزونه,زمونږ د سترګو وړاندې ځينې څيزونه تېر شي خو مونږ هغه څيزونه
مولوی محمد رفيق هم د ډېر لرې دور شاعر نۀ,مولوی محمد رفيق هم د ډېر لری دود شاعر نۀ
اور د دوزخ ورله لازم دے,اور د دوزخ ورله لازم دے
خو سره ددغه كموتونو دا فهرست,خو سره د دغه كموتونو دا فهرست
"وخت رانغے. څۀ موده پس چې ""تاريخ مرصع"" د دوست","وخت رانفه څۀ موده پس چې ""تاريخ مرصع"" د دوست"
"هم نزدې او مضبوطه کړۀ""۔ ترقي پسند تحريک د پښتو شعر","هم نزدې او مضوطه کړۀ""ترقي پسند تحريک د پښتو شعر"
"وباره کښې د خوږ نبی  ارشاد دے.""اے ايماندارو په",د ه ا   ه   د ه
ستا د زلفو تار د زړۀ په رباب سُر کړم,ستا د زلفو تار زړۀ په رباب سُړ کړم
راخوره چې مې په خيال په ذهن زړۀ ده,راخوره چې مې په خيال په ذهن زړۀ ده
به ترېنه دا ؤ چې ښکلي تخليقات وړاندې کړے,به ترېنه دا ؤ چې ښکلي تخليقات وړاندې کړے
د فارس له نسله يواو کله هم د چا په غلامۍ کښې نه يو پاتې شوي,د فارس له نله يو او کله هم د چا په غلامۍ کښې نه يو پاتې شوي،
بلبل واقف د ګلستان سره دے,بلبل واقف د ګلستان سړدے
سپوره,سپوره
د محبت د انتها په لارهد محبت د انتها په لاره,د محبت د انتها په الارهه
ثابت قدم وو. او ټول عمر ئې په توکل کښې تېر کړو.او په مختلفو علمونو,ثابت قدم وو او ټول عمر ئې په توکل کښې تېر کړو او په مختلفو علمونو
﻿ستا د دشمن کره به وير جوړووم ياد ساته,ستا د دشمن کره به وير جوړووم يادساته
ني عظمي د وخت پوځ ته په يو وېډيويي پيغام کې وويل چې د احمد,نې عظمى د وخت پوځ ته په يو ويډيو لي پېغام کې وويل چې د احمد
ژبې دوسعت او فراختيا له پاره د نيک مرغۍ خبره ده خو د دې پۀ,ژبې دوسعت او فراختيا له پاره د نيک مرغۍ خبره ده خو د دې پۀ
دوران کښې هغه جينۍ هم د غفلت د خوبه بيداره شوه. او حق,دوان کښې هغه حن هم د غفلت دَ خوبه بېداره شوه او حق
جوړ شوي او هم دَ دوي له خوا ويل کيږي ـ  او هم لکه چې بابولالې,جوړ شوي او هم دَ دوي له خوا ويل کېږي ـ  او هم لکه چې بابولالي
د ژوندون واړه آداب پکښې موجود دي,د ژوندون واړه آداب پکښې موجود دي
پلوشه د مينې د يار دا,پلوشه د مينې د يار دا
خلاص وى او د اخلاقى معياره غورزېدلى او ابتذالى,خلاص وي او د اخلاقي معياره غورزېدلى او ابتذالى
ښکلې غم رنګه ده.ښکلې غنم رنګه ده,ښکلې غم رنګه ده.ښکلې غنم رنګه ده
ورانې دي ويجاړې دي که دشتې دي,ورانې دې ويجاړې دي اوکه شختې دي
که مصّلې ئې په هوا تلې خو پښتون چې نۀ ؤ,که مصلې ئې په هوا تلې خو پښتون چې نۀ ؤ
او سوانح عمري باندې خبرې کوؤ ـ,او سوانح عموري باندې خبرې کوؤـ
زورور ثابتولو دپاره دَ ناصر خان حواله ورکوي چې دا دَ ناصر خان,زوړورو ثابتولو دپاره دَ ناصر خان حواله ورکوي چې دا د ناصر خان
کلاسيکى د واوينو د ځير لو په وخت د دې رجسټر په,كلاسكى د واوينو د ځيولو په وخت د دې رخسټر په
سمجھی جاتی ہیں۔ چنانچہ صنعت تلمیح کی تعریف میں کہا,سجھی جاتی ہیں۔ چنایہ صعت تلمیح کی تعریف میں کہا
د خپل ماشوم ژوبل احساس سلګۍ مې غلې نه کړې,د خپل ماشوم ژوبل احساس سلګۍ مې غلې نه کړې
ګناه کومه چی دوزخ ته پسی ورسمه,ګناه کومه چی د وزخ ته پسی ورسمهه
نو شاهد يعنې کتونکي ته د حسن ادراک کيږي. په دې لړ کښې,نو شاهد يعنې کتونکي ته حسن ادراک کيږيـ په دې لړ کښې
لودي کورنۍ سلطنت د بابر په هجوم کښې له زواله,لودهي کورنۍ سلطنت د بابر په هجوم کښې له زواله
د نسيم په هوا ورو ورو,د سيم په هوا مورو ورو
مفصل مبسوط او كوټلی فرهنګ ته اړتيا لری.,مفصل مبسوط او كوټلی فرهنګ ته اړتيا لری.
رحمته دلته حق ته حق مه وايه,رحمته دلته حق ته حق مه وايه
دغوا غوجلې غم وکړم. زر پاڅيدم غوا ته مې پړده راښکته کړه په ډير چل,دغوا غوجلې غم وکړم . زه پاڅيدم غوا ته مې پړده راښکته کړه په ډېر چل
دا دجذبو او ولولو سفر دے.ښاغلےډاکټر علي خېل,دا د جذبو او ولولو سفر دے. ښاغلے ډاکټر علي خېل
ذيلی عنوانات لری. تحقيق او تنقيد كاكاجی صنوبر,ذيلی عنوانات لری. تحقيق او تنقيد كاكاجی صنوبر
"مرتب کیا اور جس کو بعد میں یہود نے فروغ دیا""۔(۱۷)",مرتب کیا اور جس کو بعد میں یودے فروغ
داسې دې زېزمې دي دَ سترګو سره,داسې دې زېزمې دي د سترګو سره
کوي.,کوي.
ته د سرونو د شملو وطن ئې,ته د سرونو د شملو ومطن ئې
دريابه! وخت زمونږ له مېنځه حجره وړي ځکه,دريابه! وخت زمونږ له مېنځه حره وړي ځکه
تل دې په وينو اوبۀ خور کوومه,تل دې په وينو اوبۀ خور کوومه
د نظر په آئينه   کښې,د لفريبه نندره ده
مجبوره کوي چې مخکښې به څۀ کيږي او دغه شان,مجبوره کوي چې مخکښې به څۀ کيږي او دغه شان
نو ځکه چې څوک پۀ دغه صفتونو متصف شى هله به,نو ځکه چې څوک پۀ دغه صفتونو متصف شى هله به
ګنې نور خو زه په هره ښادۍ ښاد شوم,ګڼې تور خو زه په هر څادي ښار شوم
دَ عجيبه احساس په درد کښې مې ساتي ويرېږم,د عجيبه احساس په درد کښې مې ساتي ورېږم
دغه رنګ دا يو اوږد کسر دے چې رفيع صېب رانقل کړے,دغه رنګ دا يو او ږد کسر دے چې رفيع صېب رانغل کړے
په تا خو   کړے دے  خالق  هر يو انعام وطنه,په تا خو ړے دے خالق هر يو انعام وطنه
ښکار شوې دے۔ ډېرې درنې درنې کورنۍ او خاندانونه,ښکار شوې دےـ ډېرې درې درنې کورنې ،او خاندانونه
کمے دي ګلاليه زړګيه پسرليه,کمے دے ګلاليه زړګيه پسليه
بل اړخ ته د بې وسو بچي لغړ سوغړ دي ـ,بل اړخ ته د بې وسو بچي لغړ سوغړ ديـ
احسان اردو ترجمه، اردو كے قديم پشتون شعراء، د قلم,احسان اردو ترجمه، اردو کے قديم پشتون شعراء، د قلم
وږمې وږمې د ګلابونو ګلستان دا وطن,وږمې وږمې دَ ګلوبونو ګلستان دا وطن
ورکړے ورله خدائے څومره  عظمت دے,ورکړے درله خدائے څومره عظمت دے
کرتے ہیں۔ پاکستان میں شمال,کرتے ہیں۔ پاکستان میں شمال
ما سره د موضوع په بشپړولو کښې خپل لارښود سپروائيزرډاکټر,ما سره د موضوع په بشپړولو کښې خپل لارښود سپروائيزر ډاکټر
هشام بن المغير وو.د ابوجهل لغوي معنيٰ د جهالت پلار ده.دے د نبي کريم,هشام بن المغير وو. د ابوجهل لغغوي معنيٰ د جهالت پلار ده.دے د نبي کريم
کۀ ستا د پاره مې دا ټوله دنيا پرې نۀ ښوده,که ستا د پاره مې دا ټوله دنيا پرې نۀ ښوده
پنج شمبې په ورځ اختتام ته,پنج شمبې په ورځ اختام ته
بې شکه زندګي خو دَ جواز نه عبارت ده,بې شکه زندګي خو دَ جواز نه عبادت ده
چي تماشې ته د کوچيانو د خېمو اودرېږم,چې تماشې ته د کوچيانو خيمو اوددېږم
زينو هم لکه د عثمان او دادين د خوشحال خان خټک يو نزدے,زينو هم لکه د عثمان او دا دين د خوشحال خان خټک يو نزدے
توسط علامه اقبال او بيا په,توسط علامه اقبال او بيا په
واره چاپ شوے دے چې خورا ډېرې ژورې خبرې او,وار چاپ شوے دے چې خورا ډېرې ژورې خبرې او
مدون له پكار ؤ چې لكه د مولانا اسرائيل د ترجمې يې د فارسی عبارات,مدون له پكار ؤ چې لكه د مولانا اسرائيل د ترجمې يې د فارسی عبارات
یوه سړی دری خره در لوده ، پر یوه سپور وو او دوه يی مخ ته,یوه سړی دری خره درلوده پر یوه سپور وو او دوه يی مخ ته
"ډاکټر اقبال نسيم خټک په دې ټکو کښې کړې دے.  ""يحيیٰ خان",ډاکټر اقبال نسيم خټک پدې ټکو کښې کړې دے. يحنيٰ خان
ګ کڅونو کښې پرکاله خاموشي ده,ګل کڅونو کښې پرکاله خاموشي ده
کړے دے چې دې ژبې ته د ترقۍ ورکولو د پاره ترې د دۀ د,کړے دے چې دې ژبې ته د ترقۍ ورکولو دپاره ترې د دۀ د
سم بدي شي,سم بدي شي
خورېدله ځکه چې که يو طرف ته هغوى د مذهب سهارا,خورېدله ځکه چې که يو طرف ته هغوى د مذهب سلهار ا
دانظام بدلول به زور غواړي شديد,د وطن دې بدلول به زور غواړي شديد
"هغه ادب ته چې دا خاصيتونه لرى رومانى ادب وائى""",هغه ادب ته چې دا خاصيتونه لرى رومانى ادب وائى:
د دومره قدامت او عواميت له مخه د ټپې,د دومره قدامت او عواميت له مخه د ټپې
د ټپې روڼ اړخ (رزم او بزم)، مذهب او ټپه.,د ټپې روڼ اړخ (رزم او بزم) مذهب او ټپه
د اېډمنسټرېشن په حقله طائر صېب داسې ؤ چې خپلو,د اېډمنسټرېشن په حقله طائر صېب داسې ؤ چې خپلو
عابد خان:,عابد خان:
طويل ازاد نظمونه د کومې په وجه چې ورته ډېر شهرت,طويل آزاد نظمونه دَ کومې په وجه چې ورته ډېر شهرت
ولاړه وى پۀ دې کښې محفوظ وى. د دې پۀ ذريعه مونږ,ولاړه وى پۀ دې کښې محفوظ وى. د دې په ذريعه مونږه
ملکونو نه به ډېر خلق راتلل ـ او دا د  طائر,ملکونون ډېر خلق راتلل ـ اواو دا د طائر
دَ چنغول نوم، دَ وروڼو نومونه ستائيلے کېږي ـ,چنغول نوم، دَ وروڼو نومونه ستائيلے کېږي ـ
دغه پېړۍ کښې د پارسي، عربي او ځينو هندي ژبو له ادبياتو سره د,دغه پېړۍ کښې د پارسۍ، عربي او ځينو هندي ژبو له ادبياتو سره د
چې دَ خپل نيکۀ په پره کلک ولاړ ؤ ـ  په کال ۱۰۹۷هـ کښې چې,چې دَ خپل نيکۀ په پره کلک ولاړ ؤ ـ  په کال ۱۰۹هـ) کښې چې
ساز نه ډکې نغمې جوړوي,ساز نه ډکې نلمې جوړوي
هاغه په يو ځاے د زانګلو او د ټال تصور,هاغه په يو ځاے د زانګلو او د ټال تصور
ګانو مجموعه ”د ناوې لور“ او په تېره تېره د ستر,"ګانو مجموعه” د ناوې لور"""" او په تېره تېره د ستر"
پښتانۀ په دې جنګ کښې ولے دومره متاثره شول د دې لوئے,پښتانه په دې جنګ کښې ولے دومره متاسره شول دې لوئے
ملاؤ شوے ؤ ـ چې په چهټيانو کښې د خپلې,ملاؤ شوے ؤ چې په چهټيانو كښې د خپلې
الامثال) د پښتو يو مهمه ادبی,الامتال) د پښتو يو مهمه ادبی
دلائلو په اوان د مقدار نۀ، بلكې د معيار خيال وساتی.,د رائلو په اوان د مقدار نه، بلکې د معيار خيال وساتي.
پښتون كلچر سيمينار وغيره د ذكر وړغوندې دي.,پښتون كلچر سمينار وغېره ذكر وړغوندې دی
یوه سړی و خپلی ښځی ته وویل چه زه ډیر ښه شاعر یم . که زه و غواړم په خپلو شعرونو,یوه سړی خپلی ښځی ته وویل ه زه ډیر ښه شاعر یم. که زه وغواړم په خپلو شعرونو
پس بيا د دې نه چارچاپېره يو دېوال,بيا د دې نه چارچارچاپېر يو دېوال
انکار وکړو نو هغې په يوسف (ع) تهمت,انکار وکړو نو هغې په يوسف (ع) تهمت
د ستنې سوم کښې مخ ښکاره کړه,د ستنې سوم کښې مخ ښکاره کړه
بېخی قعه ده، شعرونه يېبېخی قعه ده، شعرونه يې,بېخی قصه ده، شعرونه يې
حسن څۀ دے اے زړګيه,حسن څه دےاے زړګيه
حِس نۀ وي ټاکلے شوے. او نۀ د دې انحصار د وجدان په رنګ تجزيه,حِس نۀ وې ټاکلے شوے. او نۀ ددې انحصار د وجدان په رنګ تجريه
﻿د هغه سر د تنې نه بېل کړو ـ تنه ئې ورله په يو هاتي وتړله ـ او په هغه بازارونو,د هغه سر د تنې نه بيل کړو تنه ئې ورله په يو هاتي وتړله او په هغه بازارونو
يو ديوان ( دُر او مرجان) هم مونږ ته په لاس راغلے دے,يو ديوان (درو او مرجان) هم مونږ ته په لاس راغلے
خو تۀ رانه جانانه د وخت تور وانۀ خيستې,خو ته رانه جانانه د وخت تور وانۀ خيستې
زمانې او شاعرۍ په زړۀ پورې  بحث  شوے. د داخلی,زمانې او شاعرۍ په زړۀ پورې بحث شوے. د لاخلی
د ټولو مال شوې,ټولو مال شوې
ليكل او لوستل اسان كړے شي.,ليكل او لوستل اسان كړے شی
لوستونکو) يو واضح احساس,لوستونکو يو واضح احساس
ښې دے. ليکن د طريقت منزلونه ئې د حضرت ابراهيم بن ادهم,کښې دے. ليکن د طريقت منزلو نه ئې د حضرت ابراهيم بن ادهم
خبر کړى وى په کورکښې خوبه دې مصلحت کړى وى . اخر دمصلحت,خبر کړې وى په کور کښې خوبه دې مصلحت کړې وي. اخر د مولخت
برخو کښې وېش دے يو نثرى تاريخ او بل شعرى. د وخت,برخو كښې ويش دے يو نثری تاريخ او بل شعرى. د وخت
دا ســتا د فيض و عالم تــه رســېده کـه,دا ستا مفيق و عالم تــ رســدـ که
په ١٩٦٤ء کښې پروفېسر محمد نواز,له ١٩٦٤ء کښې پروفېسر محمد نواز
زړۀ مې ترې لاندې لاندې ځکه لګي,زړۀ مې ترې لاندې لاندې ځکه لګي
د خود غرضۍ تعلق دي ختم ښه دے,د خود غرمۍ تعلق دي ختم ښه دے
"بل دَ ""غاغک"" وبا دَ هر سړي روزګار وتړو","بل دَ ""غاغک‘ وبا دَ هر سړي روزګار وتړو"
څو ټيکونه خو به راوړي پښتونخوا له,څو ټکونه خو به راوړي پښتونخوا له
څانګه ګڼلې کېده. د يونانيانو د فلسفې محور معروضي ؤ,څانګه ګڼلې کېده د يونايانو د فلسفې محور معروضي ؤ
او تر دې وخته هېڅ يو فرد يا,او تر دې وخته هېڅ يو فرد يا
﻿آوان ددۀ يو سپه سالار له په شام کښې فيروزالدين فيروز شکست ورکړے وو ـ ځکه نو هغه شام,﻿آوان ددۀ يو سپه سالار له په شام کښې فيروزالوين فيروز شکست ورکړے وو ـ ځکه نو هغه شام
تۀ په نړۍ کښې لرې ځانله يو مقام وطنه,تۀ په نړۍ کښې لرې ځانله يو مقام وطنه
نشته,نشته
نه وروستو د پښتو ژبې او ادب په مېدان كښې ګڼ,نه وروستو د پښتو ژبې او ادب په ميدان كښې ګڼ
"لاس ئې نه وځی له خياله""",لاس ئې نه وځي له خياله
زمونږ د زلمو خيالاتو د ترجمان حېثيت,زمونږ د زلمو خيالاتو د ترجمان حېثت
دا کمال ستا د نظر دے,دا کمال ستا د نظر دے
چې په اور کښې ئې وطن وي څۀ به خوب کا,چې په اور كښې ئې وطن دي څه به خوب ا
ته د رحمان بابا په برکت رسېدلے دے او د همدې په برکت تصوف,ته د رحمان بابا په برکست رسېدلے دے او د همدې په برکت تصوف
رارهی سوی یاست او دوه څراغان مو را اخيستی دی,رارهی سوی یاست او دوه څراغان مو را اخيستی دی
د راتلو غږ شو نو دې له هېبته دو كړو چرته پټه شوه، ولې يوه,د راتلو غږ شو نو دې له هېبته دوکړو چرته پټ شوه. ولې يوه
هغه خوښ په رهزنۍ په عنيدي شول,هغه خوښ په رهزنۍ په عندې شول
هلته زما ځان اوسي,هلته زما ځان اوبې
د کلي هر يو ښکلے  ئې په  ما پسې تړلو,د کلي هر يو ښکلے ئې په ما پسې تړلو
روايت نه هيروي او خپل غزل پښتنې شرعې ته برابر کړي:,روايت نه هېروي او خپل غزل پښتنې شرعې ته برابر کړي:
اباسين چې کله خپله لاره پرېښوه,اباسين چې کله خپله لاره پرېښوه
خدايه دا څه بې مروته وخت ته پاتې شومه,خدايه دا څه بې مروته وخت ته پاتې شومه
نۀ شو نظر انداز کولے. د جمالياتو تاريخ نه مونږ ته,نۀ شو نظر انداز کولے. د جمالياتو تاريخ نه مونږ ته
به سره د خپل خپل لېونتوب زمونږ په,به سره د خپل خپل لېونتوب زمونږ په
توګه دوام كوي: ننۍ ناسته په همداسې يوه خواږه سوال,توګه دوام ننۍ ناسته په همداسې يوه خوږه سوال
پرته له دغه ذكر شوؤ كتابونو د دې ادارې له خوا خپارۀ,پرته له دغه ذكر شوؤ كتابونو د دې ادارې له خوا خپارۀ
دارا چې په پنجاب کښې د اورنګزيب د راتګ نه خبر شو ـ  نو ګجرات پله وتښتېد ـ,دا دا چې په پنجاب کښې د اورنګزيب د رانګ نه خبر شو ـ  نو ګجرات پله وتښتېدو ـ
که يو کس د بل سره په څۀ ذاتي، خبره هم خبره اتره کوي،,که يو کس ده بل سره په څۀ ذاتې، خبره هم خبره اتره کوي،
زر لري جوهر لري,زر لرې جوهر لري
دروازه کښے د محل ولاړ وه  .دا د اشرف خان د ګرفتارۍ وخت وۀ ـ چې مغلو,دروازه کښے د محل ولاړ وه. دا د اشرف خان کرفتاري وخت وۀـ چې مغلو
مونږ له بانه ګوري بس مونږ په څه خبره نيسي,مونږ له بانه ګوري بس مونږ په څه خبره نيسي
میں اپنا خون بہایا اور اپنی جانوں کی قربانی دی,میں اناخون رما یا اور ائی جانوں ی قربانی دی
سرحدونو سره سره د قامونو د نفسياتو هم,سرحدونو سره د قامونو د نفسياتو هم
کمزورتيا ښکار شي. ځکه هغۀ په تنقيد تصديق کښې يو درېم شے,کمزورتيا ښکار شي ځکه هغه په تنقيد تعريق کښې يو درېم شے
به پکښې بابونه پړدي او بنداري بدليږي او کله به,به پکښې بابونه پړدې او بنداري بدلېږي او کله به
سرتور سرونه,سرتوره سرونه
دسرټكی,د سر ټکی
او مورخ بغدادي د امام صيب د نمسي له خولې دا روايت رانقل کړے دے,او مورخ بغدادي د امام صيب د نمس له خولې دا روايت رانقل کړے دے
د ټپې پۀ حقله د دې ټول بيان نچوړ او خلاصه دا شوه,د ټپې پۀ حقله د دې ټول بيان نچوړ او خلاصه دا شوه
کښې پښتنې رنګ د خوشحال بابا د دور نه راروان شوې ؤ,کښې پښتنې رنګ د خوشحال بابا دور نه راروان شوې
د نوم ورکۍ تيارو کښې پټ دي. او ما د ډېر کوشش او,د نوم ورکي تيارو کښې پټ دي ـ او ما ډېر کوشش او
تهجد وګذارل مريد غافل شۀ مياں الله داد پرې,تهجد وکذارل مريد غافل شۀ مياں الله دار پدې
بيا به دې ځمه د جمال جنت ته,بيا به دې ځمه د جمال جنت ته
ترجمه:ګر چې د انتقام په صورت کښې د بدل منفي نتېجې,ترجمه: ګر چې د انتقام په صورت کښې د بدل منفي نېجې
عمر له ژړېږمه، ستا په غم کښې ګله زۀ,عمر له ژړېږمه ستا په غم کښې ګله زه
تهذيب تصويرونه ښودلے  شي نو دا به پښتون,تهذيب تصويرونه ښودلے شي نو دا به پښتون
څوک چه د خره څخه پوښتنه کوی هغه تر خره لا خر دی.,څوک چه د خره څخه پوښتنه کوی هغه تر خره لا خر دی.
نه به پرې موړ شې نه به وتړې پنډونه,نه به پرې موړ شي نه به وتړي پنډونه
طائر صېب بيا خپل ادبي سفر شروع کړے ؤ,طائر صېب بيا خپل ادبي سفر شروع کړے
پس منظر کښې که اوکتے شي نو د هغه انقلاباتو او بدلونونو,پس منظر کښې که اوکتے شي نو تصوانقلاباتو او بدلونونو
استحصالي  اؤ د منفي ذهن قوتونه په نرمه لهجه,استحصالي او د منفي ذهن قوتونه په نرمه لهجه
د ژوند په قدر به پخپله پوهې شې,دَ ژوند په قدر به پخپله پوهې شي
د بې وسه خلقو د کورونو د لرګي تمبړۍ نۀ,د بې وسه خلقو د کورونو د لرګي تمبړۍ نۀ
مياشت کښې دوزيرستان په مرکز وانا,مياشت کښې دوزيرستان په مرکز وانا
محمد بن ادريس مقابله اوکړه ـ  خو يعقوب بن ليث هغه له شکست ورکړو ـ  او په بوشنج ئې قبضه اوکړه ـ  ددۀ قوت,محمد بن دريس مقابله اوکړه خو عقو بن ليث هغه له شکست ورکړو ـ او په بوشنح ئې قبضه اوکړه د د وت
که نۀ د رنګ چينه ده,که نۀ د رنګ مينه ده
دهاغه قام د وګړو، نفسياتي تشخص جوړوي.,د هغه قام د وګړو، نفسياتي تشخص جوړوى.
ويرېل به هم زمونږ پېدا شي,ربل به هم زمونږ يداشي
تللے او نه د دنيا د نورو معاشرو او قومونو سره,تللے اونه د دنيا د نورو معاشرو او قومونو سره
دخپل تره په لور ليلي' مئين ؤ. ځنې ليکوال د ليلي' مجنون قصه بېخي دروغ ګڼي,د خپل تره په لور ميئينې ؤ ځنې ليکوال د ليلى مجنون قصه د روع ګڼې
فقر وغوښت . ښځی ورته وویل چی لیری شه ، په لار کښی ولاړ یی,فقر وغوښت . ښځی ورته وویل چی لیری شه ، په لار کښی ولاړ بی
کوکب سرحدي,کوکب سرحدي
جبرائیل کو دیکھا اس کا بیان ہے۔ یہ سدرة المنتہی,جبرائیل کودیکھا اس کا بیان ہے۔ یہ سدرة المنتی
ځانګړے نظام دے. هره ټپه به پۀ نه يا مه,ځانګړے نظام دےـ هره ټپه به پۀ ته يامه
په ټوله پښتونخوا كې خورې او هرې,لنډۍ په ټولو پښتونخوا كې خورې او هرې
په حق کښې کړې وه ـ   په کال ۱۸۷۰ء کښې دَ راڼيزو دَ خانۍ,په حق کښې کړې وه ـ  په کال ۱۸۷۰ء کښې دَ راڼيزو دَ خانۍ
واخلم“,"واخلم"""
د ديوان څلورم چاپ دے او د دی نه وړاندې دغه,د ديوان څلورم چاپ دے او د دې نه وړاندې د
صفت هم تعلق شته او هغه د ژړا صفت دے۔ چې سترګې وي,صفت هم تعلق شته او هغه د ژړا صفت دے. چې سترګې وې
واړه کارونه مې په ځائے پاتې شو,واړه کارونه مې په ځائے پاتې شو
سيلوي تر دا ميان شته درياخان: درياخان پۀ افريدو,سلوي تر دا ميان شته درياخان درخان پۀ افريدو
﻿شو ه  ټول وګړى بې حسه وو چا هم دظالم غړى ته لاس,شوه ټول وګړى بې حسه وو چا هم دظالم غړى ته لاس
