CER,GroundTruth,ImageID,ImagePath,Label,Notes,Prediction,Timestamp
0.0930232558139534,Cultural Sporting Club of Bteddine El-Lukch,train_011290,../data/muharaf_prepared_resized/train/train_011290.png,Script mismatch (non-Arabic),,Cuuuural Spotting Club of Bteddine El-ukch,2025-12-13T10:52:15
0.1111111111111111,EAK1A-140,train_004880,../data/muharaf_prepared_resized/train/train_004880.png,Script mismatch (non-Arabic),,EAK1A-10,2025-12-13T10:53:24
0.1111111111111111,EAK1A-140,train_004814,../data/muharaf_prepared_resized/train/train_004814.png,Script mismatch (non-Arabic),,EAK1A-14,2025-12-13T10:53:27
0.1162790697674418,Cultural Sporting Club of Bteddine El-Lukch,train_011406,../data/muharaf_prepared_resized/train/train_011406.png,Script mismatch (non-Arabic),,Cututral Sporting Club of Btdine El-ukch,2025-12-13T10:53:55
0.125,ديب ملعب,train_012758,../data/muharaf_prepared_resized/train/train_012758.png,Valid but hard,,ديب ملع,2025-12-13T10:54:21
0.125,كميل نصر,train_012931,../data/muharaf_prepared_resized/train/train_012931.png,Valid but hard,,لميل نصر,2025-12-13T10:54:27
0.1395348837209302,Cultural Sporting Club of Bteddine El-Lukch,train_011259,../data/muharaf_prepared_resized/train/train_011259.png,Script mismatch (non-Arabic),,Cuural Sporing Club of Btdine El-ukch,2025-12-13T10:55:09
0.1627906976744186,Cultural Sporting Club of Bteddine El-Lukch,train_011318,../data/muharaf_prepared_resized/train/train_011318.png,Script mismatch (non-Arabic),,Cural Sporing Club of Btdine El-ukch,2025-12-13T10:55:37
0.1627906976744186,Cultural Sporting Club of Bteddine El-Lukch,train_011349,../data/muharaf_prepared_resized/train/train_011349.png,Script mismatch (non-Arabic),,Cuuturl Spoting Club of Btdne El-Lukfh,2025-12-13T10:55:47
0.1627906976744186,Cultural Sporting Club of Bteddine El-Lukch,train_011464,../data/muharaf_prepared_resized/train/train_011464.png,Script mismatch (non-Arabic),,Cural Sporing Club of Btdine El-ukch,2025-12-13T10:55:50
0.1666666666666666,الحقير الياس,train_003325,../data/muharaf_prepared_resized/train/train_003325.png,Segmentation error,,الحعر الياس,2025-12-13T10:55:58
0.1666666666666666,مطرانية طرابلس المارونية,train_009175,../data/muharaf_prepared_resized/train/train_009175.png,Valid but hard,,مطرانية طرالني المرونية,2025-12-13T10:56:04
0.1666666666666666,MK2A-7,train_012189,../data/muharaf_prepared_resized/train/train_012189.png,Script mismatch (non-Arabic),,MK2A7,2025-12-13T10:56:13
0.1875,FORT WAYNE. IND.,train_001316,../data/muharaf_prepared_resized/train/train_001316.png,Script mismatch (non-Arabic),,ORT WAYN. ND.,2025-12-13T11:05:17
0.1914893617021276,تابع رحلة سفرنا من بغداد لشيكاغو في ٧ اذار ١٨٩٣,train_015212,../data/muharaf_prepared_resized/train/train_015212.png,Valid but hard,,ج رحلة سفرنا من بعداد لشكافو في ٧ اذار١٩٣,2025-12-13T11:05:22
0.2,مبارك,train_004346,../data/muharaf_prepared_resized/train/train_004346.png,Valid but hard,,بارك,2025-12-13T11:05:29
0.2,(El-Shouf),train_016784,../data/muharaf_prepared_resized/train/train_016784.png,Script mismatch (non-Arabic),,(El-huf),2025-12-13T11:05:33
0.2,هاتف : كابين بتدين اللقش لبنان,train_011342,../data/muharaf_prepared_resized/train/train_011342.png,Segmentation error,,هاتف : كابين بتدين اللقش,2025-12-13T11:05:38
0.2,هاتف : كابين بتدين اللقش لبنان,train_011368,../data/muharaf_prepared_resized/train/train_011368.png,Segmentation error,,هاتف : كابين بتدين اللقش,2025-12-13T11:05:40
0.2,هاتف : كابين بتدين اللقش لبنان,train_011257,../data/muharaf_prepared_resized/train/train_011257.png,Segmentation error,,هاتف : كابين بتدين اللقش,2025-12-13T11:05:50
0.2,ولدكم,train_004555,../data/muharaf_prepared_resized/train/train_004555.png,Valid but hard,,اولدكم,2025-12-13T11:06:02
0.2,دريان,train_020034,../data/muharaf_prepared_resized/train/train_020034.png,Valid but hard,,دربيان,2025-12-13T11:06:07
0.2,هاتف : كابين بتدين اللقش لبنان,train_011284,../data/muharaf_prepared_resized/train/train_011284.png,Segmentation error,,هاتف : كابين بتدين اللقش,2025-12-13T11:06:16
0.2,هاتف : كابين بتدين اللقش لبنان,train_011424,../data/muharaf_prepared_resized/train/train_011424.png,Segmentation error,,هاتف : كابين بتدين اللقش,2025-12-13T11:06:18
0.2,فليكس,train_001985,../data/muharaf_prepared_resized/train/train_001985.png,Valid but hard,,فليلس,2025-12-13T11:06:25
0.2,فليكس,train_001820,../data/muharaf_prepared_resized/train/train_001820.png,Valid but hard,,فلكس,2025-12-13T11:06:27
0.2,فليكس فارس,train_002268,../data/muharaf_prepared_resized/train/train_002268.png,Irrelevant / signature,,فاليك فارس,2025-12-13T11:06:36
0.2,فليكس فارس,train_002171,../data/muharaf_prepared_resized/train/train_002171.png,Irrelevant / signature,,فلك فارس,2025-12-13T11:06:38
0.2,ولدكم,train_004911,../data/muharaf_prepared_resized/train/train_004911.png,Valid but hard,,ولدك,2025-12-13T11:06:48
0.2,ولدكم,train_004253,../data/muharaf_prepared_resized/train/train_004253.png,Valid but hard,,ولديكم,2025-12-13T11:06:50
0.2,هاتف : كابين بتدين اللقش لبنان,train_011451,../data/muharaf_prepared_resized/train/train_011451.png,Segmentation error,,هاتف : كابين بتدين اللقش,2025-12-13T11:06:53
0.2,هاتف : كابين بتدين اللقش لبنان,train_011317,../data/muharaf_prepared_resized/train/train_011317.png,Segmentation error,,هاتف : كابين بتدين اللقش,2025-12-13T11:06:55
0.2333333333333333,هاتف : كابين بتدين اللقش لبنان,train_011400,../data/muharaf_prepared_resized/train/train_011400.png,Segmentation error,,هاتف : كابين بتدين القش,2025-12-13T11:12:13
0.25,الحقير الياس,train_003371,../data/muharaf_prepared_resized/train/train_003371.png,Segmentation error,,الحو الياس,2025-12-13T11:12:28
0.25,ديب ملعب,train_012833,../data/muharaf_prepared_resized/train/train_012833.png,Valid but hard,,ديبب ملعن,2025-12-13T11:12:51
0.25,FORT WAYNE. IND.,train_001376,../data/muharaf_prepared_resized/train/train_001376.png,Script mismatch (non-Arabic),,ORT WNY. IND.,2025-12-13T11:12:54
0.25,FORT WAYNE. IND.,train_001355,../data/muharaf_prepared_resized/train/train_001355.png,Script mismatch (non-Arabic),,ORT WAYN IND,2025-12-13T11:12:56
0.2580645161290322,مِطرَانيَةُ بَيرُوت المارونيَّة,train_004315,../data/muharaf_prepared_resized/train/train_004315.png,Valid but hard,,مطرانيَة بيروت المالاونيّة,2025-12-13T11:13:02
0.2727272727272727,ولد سىادىكم,train_005986,../data/muharaf_prepared_resized/train/train_005986.png,Valid but hard,,ولسىادىك,2025-12-13T11:13:18
0.2727272727272727,اسَعد درويش,train_018049,../data/muharaf_prepared_resized/train/train_018049.png,Valid but hard,,اسعد درو,2025-12-13T11:13:26
0.2857142857142857,1 M 108,train_012673,../data/muharaf_prepared_resized/train/train_012673.png,Script mismatch (non-Arabic),,11M 100,2025-12-13T11:13:39
0.2857142857142857,1 M 108,train_012838,../data/muharaf_prepared_resized/train/train_012838.png,Script mismatch (non-Arabic),,1M 100,2025-12-13T11:13:44
0.3076923076923077,٢٤ آب سنة ٩٣٣,train_015854,../data/muharaf_prepared_resized/train/train_015854.png,Valid but hard,,٢ آب ن ٩٣,2025-12-13T11:14:41
0.3125,FORT WAYNE. IND.,train_001399,../data/muharaf_prepared_resized/train/train_001399.png,Script mismatch (non-Arabic),,ORT WY IND.,2025-12-13T11:14:44
0.3333333333333333,D'ALEP,train_005087,../data/muharaf_prepared_resized/train/train_005087.png,Script mismatch (non-Arabic),,D'EP,2025-12-13T11:14:50
0.3333333333333333,المطران يوسف دريان,train_019992,../data/muharaf_prepared_resized/train/train_019992.png,Irrelevant / signature,,المطران يوسف,2025-12-13T11:15:17
0.3333333333333333,190,train_010987,../data/muharaf_prepared_resized/train/train_010987.png,Script mismatch (non-Arabic),,١90,2025-12-13T11:15:20
0.3333333333333333,EAK1A-140,train_004771,../data/muharaf_prepared_resized/train/train_004771.png,Script mismatch (non-Arabic),,EA1A-1,2025-12-13T11:15:22
0.3333333333333333,EAK1A-140,train_004861,../data/muharaf_prepared_resized/train/train_004861.png,Script mismatch (non-Arabic),,AK1A-4,2025-12-13T11:15:24
0.3333333333333333,EAK1A-140,train_004837,../data/muharaf_prepared_resized/train/train_004837.png,Script mismatch (non-Arabic),,EK1A-0,2025-12-13T11:15:26
0.3333333333333333,EAK1A-140,train_004790,../data/muharaf_prepared_resized/train/train_004790.png,Script mismatch (non-Arabic),,EEK1A-4,2025-12-13T11:15:28
0.3333333333333333,MK2A-7,train_012251,../data/muharaf_prepared_resized/train/train_012251.png,Script mismatch (non-Arabic),,MK2A,2025-12-13T11:15:31
0.3333333333333333,D'ALEP,train_005332,../data/muharaf_prepared_resized/train/train_005332.png,Script mismatch (non-Arabic),,D'LP,2025-12-13T11:15:33
0.3333333333333333,D'ALEP,train_005313,../data/muharaf_prepared_resized/train/train_005313.png,Script mismatch (non-Arabic),,D'EP,2025-12-13T11:15:35
0.3333333333333333,2/1,train_011656,../data/muharaf_prepared_resized/train/train_011656.png,Script mismatch (non-Arabic),,1/1,2025-12-13T11:15:38
0.3333333333333333,xxx,train_014345,../data/muharaf_prepared_resized/train/train_014345.png,Irrelevant / non-text,,xx,2025-12-13T11:15:50
0.3333333333333333,D'ALEP,train_005164,../data/muharaf_prepared_resized/train/train_005164.png,Script mismatch (non-Arabic),,D'EP,2025-12-13T11:15:52
0.3571428571428571,"C. POSTAL, 347",train_007442,../data/muharaf_prepared_resized/train/train_007442.png,Script mismatch (non-Arabic),,"C. POAIL,34",2025-12-13T11:15:56
0.3636363636363636,اَلحُرِيّةُ,train_019086,../data/muharaf_prepared_resized/train/train_019086.png,Valid but hard,,اَلحرية,2025-12-13T11:16:14
0.3636363636363636,بسم الله الرحمن الرحيم,train_002399,../data/muharaf_prepared_resized/train/train_002399.png,Valid but hard,,لبسم الالحن الحم,2025-12-13T11:16:42
0.375,ديب ملعب,train_012709,../data/muharaf_prepared_resized/train/train_012709.png,Valid but hard,,الدديب ملعب,2025-12-13T11:16:50
0.375,اغناطيوس,train_005535,../data/muharaf_prepared_resized/train/train_005535.png,Irrelevant / signature,,اقناطعو,2025-12-13T11:16:54
0.3809523809523809,CANGE & ELIAS GEMAYEL,train_011618,../data/muharaf_prepared_resized/train/train_011618.png,Script mismatch (non-Arabic),,CA& ES GEMAEL,2025-12-13T11:17:49
0.3846153846153846,Wafaa EL-Murr,train_013373,../data/muharaf_prepared_resized/train/train_013373.png,Script mismatch (non-Arabic),,Waaaa-EL Mr,2025-12-13T11:17:56
0.4,ميشال,train_020703,../data/muharaf_prepared_resized/train/train_020703.png,Irrelevant / signature,,مال,2025-12-13T11:18:05
0.4,فليكس,train_001936,../data/muharaf_prepared_resized/train/train_001936.png,Valid but hard,,فاليك,2025-12-13T11:18:21
0.4,فليكس,train_001862,../data/muharaf_prepared_resized/train/train_001862.png,Valid but hard,,اليك,2025-12-13T11:18:28
0.4,سبعلي,train_020773,../data/muharaf_prepared_resized/train/train_020773.png,Irrelevant / signature,,بعلى,2025-12-13T11:18:38
0.4,احوكم,train_004686,../data/muharaf_prepared_resized/train/train_004686.png,Valid but hard,,احو,2025-12-13T11:19:11
0.4,احوكم,train_004340,../data/muharaf_prepared_resized/train/train_004340.png,Valid but hard,,احاك,2025-12-13T11:19:13
0.4,احوكم,train_005533,../data/muharaf_prepared_resized/train/train_005533.png,Valid but hard,,احضك,2025-12-13T11:19:15
0.4,دريان,train_019958,../data/muharaf_prepared_resized/train/train_019958.png,Valid but hard,,دراس,2025-12-13T11:19:24
0.4285714285714285,"C. POSTAL, 347",train_007388,../data/muharaf_prepared_resized/train/train_007388.png,Script mismatch (non-Arabic),,C. OSIL34,2025-12-13T11:19:48
0.4285714285714285,"C. POSTAL, 347",train_007420,../data/muharaf_prepared_resized/train/train_007420.png,Script mismatch (non-Arabic),,C. POSI34,2025-12-13T11:19:50
0.4285714285714285,نائب رئيس البلدية شكري كنعان,train_013999,../data/muharaf_prepared_resized/train/train_013999.png,Irrelevant / signature,,نائل رئيس البلدية,2025-12-13T11:19:55
0.4285714285714285,CANGE & ELIAS GEMAYEL,train_011733,../data/muharaf_prepared_resized/train/train_011733.png,Script mismatch (non-Arabic),,CG& ES GMAEL,2025-12-13T11:19:58
0.4347826086956521,بسمِ الله الرحمن الرحيم,train_002606,../data/muharaf_prepared_resized/train/train_002606.png,Valid but hard,,بسيم الدالرم الر,2025-12-13T11:20:02
0.4347826086956521,نائب الرئيسَ شكري كنعان,train_014071,../data/muharaf_prepared_resized/train/train_014071.png,Irrelevant / signature,,نائب ارئيسَ ن,2025-12-13T11:20:07
0.44,COMPRA DE FRUTOS DEL PAIS,train_021034,../data/muharaf_prepared_resized/train/train_021034.png,Script mismatch (non-Arabic),,COMPA DES FS D P,2025-12-13T11:20:11
0.44,COMPRA DE FRUTOS DEL PAIS,train_021096,../data/muharaf_prepared_resized/train/train_021096.png,Script mismatch (non-Arabic),,COMP D FS DS PS,2025-12-13T11:20:13
0.4444444444444444,المطران يوسف دريان,train_019975,../data/muharaf_prepared_resized/train/train_019975.png,Irrelevant / signature,,الطران يعسف,2025-12-13T11:20:18
0.4545454545454545,MERCANCIAS Y NOVEDADES,train_021033,../data/muharaf_prepared_resized/train/train_021033.png,Script mismatch (non-Arabic),,MCCIAS Y NNDS,2025-12-13T11:20:21
0.4545454545454545,اَلحُرِيّةُ,train_019067,../data/muharaf_prepared_resized/train/train_019067.png,Valid but hard,,أَلجحريُّ,2025-12-13T11:21:02
0.4545454545454545,بسم الله الرحمن الرحيم,train_002527,../data/muharaf_prepared_resized/train/train_002527.png,Valid but hard,,سم الاله الحم,2025-12-13T11:21:10
0.4545454545454545,بسم الله الرحمن الرحيم,train_002458,../data/muharaf_prepared_resized/train/train_002458.png,Valid but hard,,سم الل الرحم,2025-12-13T11:21:16
0.4615384615384615,Wafaa EL-Murr,train_013214,../data/muharaf_prepared_resized/train/train_013214.png,Script mismatch (non-Arabic),,aaaaEL Mr,2025-12-13T11:21:27
0.4615384615384615,Wafaa EL-Murr,train_013300,../data/muharaf_prepared_resized/train/train_013300.png,Script mismatch (non-Arabic),,aaaaEMrr,2025-12-13T11:21:29
0.4642857142857143,الرهبانية الباسيلية المخلصية,train_016814,../data/muharaf_prepared_resized/train/train_016814.png,Valid but hard,,الزيبية التارية الخ,2025-12-13T11:21:32
0.4705882352941176,Couvent St Michel,train_016788,../data/muharaf_prepared_resized/train/train_016788.png,Script mismatch (non-Arabic),,Cet St Me,2025-12-13T11:21:35
0.4761904761904761,CANGE & ELIAS GEMAYEL,train_011715,../data/muharaf_prepared_resized/train/train_011715.png,Script mismatch (non-Arabic),,A& ELI GEEL,2025-12-13T11:21:37
0.4782608695652174,نائب الرئيسَ شكري كنعان,train_014077,../data/muharaf_prepared_resized/train/train_014077.png,Irrelevant / signature,,نائب الرئيسَ,2025-12-13T11:21:48
0.4782608695652174,نائب الرئيسَ شكري كنعان,train_014068,../data/muharaf_prepared_resized/train/train_014068.png,Irrelevant / signature,,نائب الرئيسَ,2025-12-13T11:22:34
0.4827586206896552,Boite Postale 77-Téléphone 72,train_011621,../data/muharaf_prepared_resized/train/train_011621.png,Script mismatch (non-Arabic),,Boite P 7-Tép 7,2025-12-13T11:22:38
0.5,كاتب,train_015822,../data/muharaf_prepared_resized/train/train_015822.png,Valid but hard,,كان,2025-12-13T11:22:45
0.5,18,train_017288,../data/muharaf_prepared_resized/train/train_017288.png,Script mismatch (non-Arabic),,16,2025-12-13T11:22:48
0.5,20,train_017322,../data/muharaf_prepared_resized/train/train_017322.png,Script mismatch (non-Arabic),,0,2025-12-13T11:22:50
0.5,13,train_006899,../data/muharaf_prepared_resized/train/train_006899.png,Script mismatch (non-Arabic),,11,2025-12-13T11:22:53
0.5,DEALERS IN,train_011066,../data/muharaf_prepared_resized/train/train_011066.png,Script mismatch (non-Arabic),,DAERIS,2025-12-13T11:24:25
0.5,المطران ىطرس,train_004739,../data/muharaf_prepared_resized/train/train_004739.png,Valid but hard,,المصون بطسن,2025-12-13T11:26:22
0.5,DEALERS IN,train_010983,../data/muharaf_prepared_resized/train/train_010983.png,Script mismatch (non-Arabic),,DAERIS,2025-12-13T11:26:24
0.5,20,train_007226,../data/muharaf_prepared_resized/train/train_007226.png,Script mismatch (non-Arabic),,29,2025-12-13T11:26:32
0.5,16,train_017255,../data/muharaf_prepared_resized/train/train_017255.png,Script mismatch (non-Arabic),,11,2025-12-13T11:26:36
0.5,صح,train_003320,../data/muharaf_prepared_resized/train/train_003320.png,Valid but hard,,2ح,2025-12-13T11:27:11
0.5,22,train_007270,../data/muharaf_prepared_resized/train/train_007270.png,Script mismatch (non-Arabic),,23,2025-12-13T11:27:14
0.5,اغناطيوس,train_005393,../data/muharaf_prepared_resized/train/train_005393.png,Irrelevant / signature,,امناطر,2025-12-13T11:27:18
0.5,18,train_006529,../data/muharaf_prepared_resized/train/train_006529.png,Script mismatch (non-Arabic),,11,2025-12-13T11:27:21
0.5,12,train_014466,../data/muharaf_prepared_resized/train/train_014466.png,Script mismatch (non-Arabic),,1,2025-12-13T11:27:26
0.5,13,train_014477,../data/muharaf_prepared_resized/train/train_014477.png,Script mismatch (non-Arabic),,1,2025-12-13T11:27:34
0.5,بسم الله الرحمن الرحيم,train_002362,../data/muharaf_prepared_resized/train/train_002362.png,Valid but hard,,سم اله الحم,2025-12-13T11:27:37
0.5,16,train_006505,../data/muharaf_prepared_resized/train/train_006505.png,Script mismatch (non-Arabic),,11,2025-12-13T11:27:48
0.5,19,train_006541,../data/muharaf_prepared_resized/train/train_006541.png,Script mismatch (non-Arabic),,11,2025-12-13T11:27:54
0.5,بسم الله الرحمن الرحيم,train_002328,../data/muharaf_prepared_resized/train/train_002328.png,Valid but hard,,بلم الاه الرم,2025-12-13T11:27:57
0.5,17,train_006517,../data/muharaf_prepared_resized/train/train_006517.png,Script mismatch (non-Arabic),,11,2025-12-13T11:27:58
0.5,15,train_006493,../data/muharaf_prepared_resized/train/train_006493.png,Script mismatch (non-Arabic),,1,2025-12-13T11:28:00
0.5,18,train_005583,../data/muharaf_prepared_resized/train/train_005583.png,Script mismatch (non-Arabic),,1١,2025-12-13T11:28:02
0.5,نائب الرئيس شكري كنعان,train_014025,../data/muharaf_prepared_resized/train/train_014025.png,Irrelevant / signature,,نائب الرئيس,2025-12-13T11:28:05
0.5,بسم الله الرحمن الرحيم,train_002416,../data/muharaf_prepared_resized/train/train_002416.png,Valid but hard,,سم الدال اطرم,2025-12-13T11:28:07
0.5,نائب الرئيس شكري كنعان,train_014050,../data/muharaf_prepared_resized/train/train_014050.png,Irrelevant / signature,,نائب الرئيس,2025-12-13T11:28:09
0.5,1901,train_001614,../data/muharaf_prepared_resized/train/train_001614.png,Script mismatch (non-Arabic),,1100,2025-12-13T11:28:12
0.5,25,train_006611,../data/muharaf_prepared_resized/train/train_006611.png,Script mismatch (non-Arabic),,22,2025-12-13T11:28:13
0.5,12,train_017186,../data/muharaf_prepared_resized/train/train_017186.png,Script mismatch (non-Arabic),,1,2025-12-13T11:28:15
0.5,23,train_006589,../data/muharaf_prepared_resized/train/train_006589.png,Script mismatch (non-Arabic),,22,2025-12-13T11:29:16
0.5,14,train_006481,../data/muharaf_prepared_resized/train/train_006481.png,Script mismatch (non-Arabic),,11,2025-12-13T11:29:38
0.5,12,train_006469,../data/muharaf_prepared_resized/train/train_006469.png,Script mismatch (non-Arabic),,11,2025-12-13T11:29:40
0.5,15,train_017238,../data/muharaf_prepared_resized/train/train_017238.png,Script mismatch (non-Arabic),,1,2025-12-13T11:30:03
0.5,13,train_017203,../data/muharaf_prepared_resized/train/train_017203.png,Script mismatch (non-Arabic),,1,2025-12-13T11:30:32
0.5357142857142857,نائب رئيس البلدية شكري كنعان,train_013988,../data/muharaf_prepared_resized/train/train_013988.png,Irrelevant / signature,,نانب ري البدية,2025-12-13T11:30:34
0.5384615384615384,Wafaa EL-Murr,train_012707,../data/muharaf_prepared_resized/train/train_012707.png,Script mismatch (non-Arabic),,WaaEEur,2025-12-13T11:30:38
0.5454545454545454,بسم الله الرحمن الرحيم,train_002489,../data/muharaf_prepared_resized/train/train_002489.png,Valid but hard,,سه اللى الحم,2025-12-13T11:30:41
0.5454545454545454,بطرس البطرىرك الانطاكى,train_003327,../data/muharaf_prepared_resized/train/train_003327.png,Irrelevant / signature,,طرس الطررك,2025-12-13T11:30:46
0.5454545454545454,MERCANCIAS Y NOVEDADES,train_021072,../data/muharaf_prepared_resized/train/train_021072.png,Script mismatch (non-Arabic),,MCPAIS Y DES,2025-12-13T11:30:49
0.5517241379310345,Boite Postale 77-Téléphone 72,train_011635,../data/muharaf_prepared_resized/train/train_011635.png,Script mismatch (non-Arabic),,Boite P -ép 7,2025-12-13T11:30:51
0.5517241379310345,Boite Postale 77-Téléphone 72,train_011717,../data/muharaf_prepared_resized/train/train_011717.png,Script mismatch (non-Arabic),,Boite P 7-Tép,2025-12-13T11:30:53
0.5517241379310345,Boite Postale 77-Téléphone 72,train_011596,../data/muharaf_prepared_resized/train/train_011596.png,Script mismatch (non-Arabic),,Boit P 7-ép 7,2025-12-13T11:30:59
0.5517241379310345,Boite Postale 77-Téléphone 72,train_011735,../data/muharaf_prepared_resized/train/train_011735.png,Script mismatch (non-Arabic),,Bote P 7-ép 7,2025-12-13T11:31:01
0.5555555555555556,رئيس البلدية ابراهىم الحىاط,train_013539,../data/muharaf_prepared_resized/train/train_013539.png,Irrelevant / signature,,رئيس البلدية,2025-12-13T11:31:03
0.56,COMPRA DE FRUTOS DEL PAIS,train_021216,../data/muharaf_prepared_resized/train/train_021216.png,Script mismatch (non-Arabic),,CPA D FS  P,2025-12-13T11:31:06
0.56,COMPRA DE FRUTOS DEL PAIS,train_021193,../data/muharaf_prepared_resized/train/train_021193.png,Script mismatch (non-Arabic),,CPA D FS S P,2025-12-13T11:31:08
0.5714285714285714,*		*		*,train_008025,../data/muharaf_prepared_resized/train/train_008025.png,Irrelevant / non-text,,***,2025-12-13T11:31:13
0.5714285714285714,*		*		*,train_008015,../data/muharaf_prepared_resized/train/train_008015.png,Irrelevant / non-text,,***,2025-12-13T11:31:22
0.5714285714285714,*		*		*,train_008005,../data/muharaf_prepared_resized/train/train_008005.png,Irrelevant / non-text,,***,2025-12-13T11:31:24
0.5789473684210527,Monteria = Colombia,train_021191,../data/muharaf_prepared_resized/train/train_021191.png,Script mismatch (non-Arabic),,Mon = Co,2025-12-13T11:31:27
0.5789473684210527,Archevêché Maronite,train_005163,../data/muharaf_prepared_resized/train/train_005163.png,Script mismatch (non-Arabic),,Acêé Moe,2025-12-13T11:31:32
0.5789473684210527,Archevêché Maronite,train_005312,../data/muharaf_prepared_resized/train/train_005312.png,Script mismatch (non-Arabic),,Ahêé Mon,2025-12-13T11:31:35
0.5789473684210527,Archevêché Maronite,train_005086,../data/muharaf_prepared_resized/train/train_005086.png,Script mismatch (non-Arabic),,Achêé Mo,2025-12-13T11:31:36
0.5789473684210527,Archevêché Maronite,train_005331,../data/muharaf_prepared_resized/train/train_005331.png,Script mismatch (non-Arabic),,Arcvvé Me,2025-12-13T11:31:39
0.5869565217391305,Ready=Made Goods and Ladies' and Gent's Shoes.,train_011012,../data/muharaf_prepared_resized/train/train_011012.png,Script mismatch (non-Arabic),,ay  Gs dd Gds' d Gns' S,2025-12-13T11:31:43
0.5909090909090909,MERCANCIAS Y NOVEDADES,train_021192,../data/muharaf_prepared_resized/train/train_021192.png,Script mismatch (non-Arabic),,MCS Y NDS,2025-12-13T11:31:45
0.5909090909090909,بسم الله الرحمن الرحيم,train_002346,../data/muharaf_prepared_resized/train/train_002346.png,Valid but hard,,س ال الرم,2025-12-13T11:31:49
0.5909090909090909,POR TELEGRAFO: SAIKALI,train_021194,../data/muharaf_prepared_resized/train/train_021194.png,Script mismatch (non-Arabic),,POREEEAF S,2025-12-13T11:32:57
0.5909090909090909,بسم الله الرحمن الرحيم,train_002535,../data/muharaf_prepared_resized/train/train_002535.png,Valid but hard,,سم ال الحه,2025-12-13T11:33:00
0.5909090909090909,MERCANCIAS Y NOVEDADES,train_021174,../data/muharaf_prepared_resized/train/train_021174.png,Script mismatch (non-Arabic),,MCCS Y ND,2025-12-13T11:33:03
0.6,مبارك,train_005537,../data/muharaf_prepared_resized/train/train_005537.png,Valid but hard,,مبد,2025-12-13T11:33:06
0.6,"""Mokarzel""",train_001441,../data/muharaf_prepared_resized/train/train_001441.png,Script mismatch (non-Arabic),,"""""oa""",2025-12-13T11:33:09
0.6,ولدكم,train_005039,../data/muharaf_prepared_resized/train/train_005039.png,Valid but hard,,والد,2025-12-13T11:33:14
0.6,القس طوبيا,train_017946,../data/muharaf_prepared_resized/train/train_017946.png,Irrelevant / signature,,الطنولا,2025-12-13T11:33:17
0.6,دريان,train_020134,../data/muharaf_prepared_resized/train/train_020134.png,Valid but hard,,ورا,2025-12-13T11:33:20
0.6,COMPRA DE FRUTOS DEL PAIS,train_021128,../data/muharaf_prepared_resized/train/train_021128.png,Script mismatch (non-Arabic),,CPA D F S P,2025-12-13T11:33:23
0.6111111111111112,خليل يوسف نادر رعد,train_010779,../data/muharaf_prepared_resized/train/train_010779.png,Irrelevant / signature,,جليل يوس,2025-12-13T11:33:37
0.6153846153846154,Wafaa EL-Murr,train_012835,../data/muharaf_prepared_resized/train/train_012835.png,Script mismatch (non-Arabic),,Waa u,2025-12-13T11:33:40
0.6153846153846154,HABIB MASSOUD,train_007439,../data/muharaf_prepared_resized/train/train_007439.png,Script mismatch (non-Arabic),,CA MS SUU,2025-12-13T11:33:47
0.6153846153846154,Wafaa EL-Murr,train_012861,../data/muharaf_prepared_resized/train/train_012861.png,Script mismatch (non-Arabic),,Waaapu,2025-12-13T11:33:52
0.625,اغناطيوس,train_005430,../data/muharaf_prepared_resized/train/train_005430.png,Irrelevant / signature,,عنطو,2025-12-13T11:33:55
0.625,المطران بولس عقل,train_003406,../data/muharaf_prepared_resized/train/train_003406.png,Irrelevant / signature,,(لمططف لوس,2025-12-13T11:33:57
0.6304347826086957,Ready=Made Goods and Ladies' and Gent's Shoes.,train_010985,../data/muharaf_prepared_resized/train/train_010985.png,Script mismatch (non-Arabic),,d  Gs d dds'  Gns' s,2025-12-13T11:34:04
0.631578947368421,Monteria = Colombia,train_021071,../data/muharaf_prepared_resized/train/train_021071.png,Script mismatch (non-Arabic),,Mo = Co,2025-12-13T11:34:07
0.631578947368421,Monteria = Colombia,train_021094,../data/muharaf_prepared_resized/train/train_021094.png,Script mismatch (non-Arabic),,Mo = Co,2025-12-13T11:34:08
0.631578947368421,Monteria = Colombia,train_021213,../data/muharaf_prepared_resized/train/train_021213.png,Script mismatch (non-Arabic),,Mo = Co,2025-12-13T11:34:10
0.631578947368421,Monteria = Colombia,train_021126,../data/muharaf_prepared_resized/train/train_021126.png,Script mismatch (non-Arabic),,Mo = Co,2025-12-13T11:34:11
0.631578947368421,QUOTIDIEN POLITIQUE,train_019070,../data/muharaf_prepared_resized/train/train_019070.png,Script mismatch (non-Arabic),,ORIEA POU,2025-12-13T11:34:14
0.631578947368421,QUOTIDIEN POLITIQUE,train_019089,../data/muharaf_prepared_resized/train/train_019089.png,Script mismatch (non-Arabic),,ORIIES PI,2025-12-13T11:34:17
0.631578947368421,Monteria = Colombia,train_021173,../data/muharaf_prepared_resized/train/train_021173.png,Script mismatch (non-Arabic),,Mo = Co,2025-12-13T11:34:20
0.6363636363636364,MERCANCIAS Y NOVEDADES,train_021214,../data/muharaf_prepared_resized/train/train_021214.png,Script mismatch (non-Arabic),,MCS Y ND,2025-12-13T11:34:46
